id,t0,L,A,Y
41,1,3.242111528,1,0
41,2,6.886561957,1,0
41,3,0,0,1
42,0,0,1,0
42,1,4.139934617,1,0
42,2,0,0,0
42,3,0,0,0
42,4,1.260753182,0,0
42,5,0,0,0
42,6,0,0,0
42,7,0,0,0
42,8,0,0,0
42,9,0,0,0
43,0,0.235969743,1,0
43,1,3.870549167,1,0
43,2,0,1,0
43,3,4.050591363,1,0
43,4,0,0,0
43,5,0,0,0
43,6,0,0,0
43,7,0,0,0
43,8,0,0,0
43,9,0,0,0
44,0,0,1,0
44,1,0,1,0
44,2,3.699078308,1,0
44,3,7.365708866,1,0
44,4,0,0,0
44,5,0.238671335,0,0
44,6,2.035561721,0,0
44,7,0,0,0
44,8,2.104438275,0,0
44,9,0,0,0
45,0,0,1,0
45,1,2.706029906,1,0
45,2,6.647032317,1,0
45,3,0,0,0
45,4,0,0,0
45,5,0,0,0
45,6,0,0,0
45,7,0,0,0
45,8,0,0,0
45,9,0,0,0
46,0,0,1,0
46,1,2.852847564,1,0
46,2,0,0,0
46,3,0,0,0
46,4,0,0,0
46,5,0,0,0
46,6,0,0,0
46,7,0,0,0
46,8,0,0,0
46,9,1.685958139,0,0
47,0,0,1,0
47,1,3.579171244,1,0
47,2,7.024767046,1,0
47,3,0,0,0
47,4,0.613329769,0,0
47,5,0,0,0
47,6,0,0,0
47,7,0,0,0
47,8,0,0,0
47,9,0,0,0
48,0,0,1,0
48,1,2.677599273,1,0
48,2,6.059877157,1,0
48,3,0,0,0
48,4,0.286038996,0,0
48,5,0,0,0
48,6,0,0,0
48,7,0,0,0
48,8,0,0,0
48,9,0,0,0
49,0,0,1,1
50,0,0,1,0
50,1,3.577035519,1,0
50,2,6.639534472,1,0
50,3,0,0,0
50,4,0,0,1
51,0,0,1,1
52,0,0,1,0
52,1,3.516796719,1,0
52,2,0,0,0
52,3,0.831424479,1,1
53,0,0,1,0
53,1,3.280964099,1,0
53,2,0,0,0
53,3,0,0,0
53,4,0,0,1
54,0,0,1,0
54,1,3.144672219,1,0
54,2,0,0,0
54,3,0,0,0
54,4,0,0,0
54,5,0,0,0
54,6,0,0,0
54,7,0,0,0
54,8,1.537715364,0,0
54,9,0,0,0
55,0,0,1,0
55,1,3.344689413,1,0
55,2,0,0,0
55,3,0.732376879,0,0
55,4,0,0,0
55,5,0,0,0
55,6,0,0,1
56,0,0,1,0
56,1,3.632689059,1,0
56,2,0,0,0
56,3,0,0,0
56,4,0,0,0
56,5,0,0,0
56,6,0,0,0
56,7,0,0,0
56,8,0,0,0
56,9,0,0,0
57,0,0,1,0
57,1,3.416575292,1,0
57,2,0,1,0
57,3,3.87000511,1,0
57,4,0,0,0
57,5,0,0,0
57,6,0.25539635,0,0
57,7,0,0,0
57,8,0,0,0
57,9,0,0,0
58,0,0,1,0
58,1,3.343428464,1,0
58,2,7.110684032,1,0
58,3,0,0,0
58,4,0,0,0
58,5,1.209888724,0,0
58,6,0,0,0
58,7,0,0,0
58,8,1.494951721,0,0
58,9,0,0,0
59,0,0,1,0
59,1,4.341933169,1,0
59,2,7.77762256,1,0
59,3,0,1,0
59,4,4.516180937,1,0
59,5,0,0,0
59,6,0,0,0
59,7,0,0,0
59,8,0,0,0
59,9,0,0,0
60,0,0,1,0
60,1,2.832521186,1,0
60,2,0,1,0
60,3,3.003747068,1,0
60,4,7.80003182,1,0
60,5,0,0,0
60,6,1.414522824,0,0
60,7,0,0,0
60,8,0,0,1
61,0,0,1,0
61,1,2.57744851,1,0
61,2,6.075635168,1,0
61,3,0,0,0
61,4,0,0,0
61,5,0,0,0
61,6,0,0,1
62,0,0,1,0
62,1,3.250323681,1,0
62,2,0,0,0
62,3,0,0,0
62,4,0.516358626,0,0
62,5,0,0,0
62,6,0,0,0
62,7,0,0,0
62,8,0,0,0
62,9,0,0,0
63,0,0,1,0
63,1,3.468167478,1,0
63,2,0,0,1
64,0,0,1,0
64,1,3.300579795,1,0
64,2,0,1,0
64,3,3.951171697,1,0
64,4,0,0,1
65,0,0,1,0
65,1,2.801635602,1,0
65,2,0,0,0
65,3,0,0,0
65,4,0,0,0
65,5,0,0,1
66,0,0.984541943,1,0
66,1,4.623994622,1,0
66,2,0,1,0
66,3,2.991982558,1,0
66,4,0,0,0
66,5,0,0,0
66,6,0,0,0
66,7,0,0,0
66,8,0,0,1
67,0,0.212808901,1,0
67,1,3.585080592,1,0
67,2,6.39707835,1,0
67,3,0,0,0
67,4,0,0,0
67,5,0.469245362,0,0
67,6,0,0,1
68,0,0,1,0
68,1,3.195461826,1,0
68,2,0,0,0
68,3,0,0,0
68,4,0.900966256,0,0
68,5,0,0,0
68,6,1.248826897,0,0
68,7,2.309458039,0,0
68,8,0,0,0
68,9,0,0,1
69,0,0,1,0
69,1,3.927953554,1,0
69,2,0,0,0
69,3,1.005260775,0,0
69,4,0,0,0
69,5,0,0,0
69,6,0,0,0
69,7,0,0,1
70,0,0,1,0
70,1,3.478981566,1,0
70,2,0,1,0
70,3,3.50960783,1,0
70,4,0,0,0
70,5,0,0,0
70,6,1.705353813,0,0
70,7,0,0,0
70,8,0,0,0
70,9,0,0,0
71,0,0.236838425,1,0
71,1,3.504283298,1,0
71,2,0,0,0
71,3,1.380343711,1,0
71,4,0,0,0
71,5,0,0,0
71,6,0,0,0
71,7,0,0,0
71,8,0,0,0
71,9,0,0,0
72,0,0,1,0
72,1,0,1,0
72,2,4.598323719,1,0
72,3,0,0,0
72,4,1.127100184,0,0
72,5,0,0,0
72,6,0,0,0
72,7,0.466170564,0,0
72,8,0,0,0
72,9,0,0,0
73,0,0,1,0
73,1,3.522360476,1,0
73,2,0,0,0
73,3,0,0,0
73,4,0,0,0
73,5,0.929404969,0,0
73,6,0,0,0
73,7,0,0,0
73,8,0,0,0
73,9,0,0,0
74,0,0,1,0
74,1,3.350105537,1,0
74,2,6.661453041,1,0
74,3,0,0,0
74,4,0.179214283,0,0
74,5,0,0,0
74,6,0,0,0
74,7,0,0,0
74,8,0,0,0
74,9,2.051947153,0,0
75,0,0.807076392,1,0
75,1,3.96820565,1,0
75,2,0,0,0
75,3,0,0,0
75,4,0,0,0
75,5,0,0,0
75,6,0,0,0
75,7,0,0,0
75,8,0,0,0
75,9,0,0,0
76,0,0.341723178,1,0
76,1,4.143025244,1,0
76,2,0,0,0
76,3,0,0,0
76,4,0,0,0
76,5,0.961454839,0,0
76,6,0,0,0
76,7,0,0,0
76,8,0,0,1
77,0,0,1,0
77,1,3.185996168,1,0
77,2,7.347928474,1,0
77,3,0,0,0
77,4,0.907778207,0,1
78,0,0.46707069,1,0
78,1,3.387825338,1,0
78,2,0,0,0
78,3,0.311675505,0,0
78,4,1.119516411,0,0
78,5,0,0,0
78,6,0,0,0
78,7,0,0,0
78,8,0,0,0
78,9,0,0,0
79,0,0,1,0
79,1,3.017876572,1,0
79,2,0,1,0
79,3,2.75251952,1,0
79,4,0,0,0
79,5,1.612420477,0,0
79,6,0,0,0
79,7,0,0,0
79,8,1.514196732,0,0
79,9,0,0,0
80,0,0,1,0
80,1,3.546915214,1,0
80,2,6.947961317,1,0
80,3,0,0,0
80,4,0,0,0
80,5,0,0,0
80,6,0,0,0
80,7,0,0,1
81,0,0.213541067,1,0
81,1,3.610749011,1,0
81,2,0,0,1
82,0,0,1,0
82,1,2.581818187,1,0
82,2,0,0,0
82,3,0,0,0
82,4,0,0,0
82,5,0,0,0
82,6,0,0,0
82,7,0.913192036,0,0
82,8,0,0,0
82,9,0,0,0
83,0,0,1,0
83,1,2.525593756,1,0
83,2,0,1,0
83,3,3.445992233,1,0
83,4,0,1,0
83,5,0,0,0
83,6,0,0,0
83,7,0,0,0
83,8,0,0,0
83,9,0,0,0
84,0,0,1,0
84,1,3.291750961,1,0
84,2,0,0,0
84,3,0,0,0
84,4,0.932619785,0,0
84,5,0,0,0
84,6,0,0,1
85,0,0,1,0
85,1,3.598418824,1,0
85,2,7.075979177,1,0
85,3,0,0,0
85,4,0,0,0
85,5,0,0,0
85,6,0.269179871,0,0
85,7,0,0,0
85,8,1.23596073,0,0
85,9,0,0,0
86,0,0,1,0
86,1,2.414789865,1,0
86,2,0,0,0
86,3,0.145508039,0,0
86,4,0,0,0
86,5,0,0,0
86,6,0,0,0
86,7,0,0,0
86,8,0,0,0
86,9,0,0,0
87,0,0.078948975,1,0
87,1,3.567106536,1,0
87,2,0,0,1
88,0,1.657832709,1,0
88,1,0,1,0
88,2,3.383000757,1,0
88,3,0,0,0
88,4,0,0,0
88,5,0,0,1
89,0,0,1,0
89,1,3.393471856,1,0
89,2,0,0,0
89,3,0.111560363,0,0
89,4,1.187844345,0,0
89,5,0,0,1
90,0,0,1,0
90,1,2.974472795,1,0
90,2,6.295504998,1,0
90,3,0,0,0
90,4,0,0,0
90,5,0,0,0
90,6,1.342496459,0,0
90,7,0,0,0
90,8,0,0,0
90,9,2.746302201,0,0
91,0,0,1,0
91,1,3.338902133,1,0
91,2,0,1,0
91,3,2.920724088,1,1
92,0,0,1,0
92,1,3.276108019,1,0
92,2,0,0,1
93,0,0,1,0
93,1,3.778543877,1,0
93,2,0,0,0
93,3,0.69425159,0,0
93,4,0,1,0
93,5,3.756104169,1,0
93,6,8.313799878,1,0
93,7,0,0,0
93,8,0,0,0
93,9,0,0,0
94,0,0.812316169,1,0
94,1,4.178384884,1,0
94,2,0,1,0
94,3,3.000675911,1,0
94,4,0,1,0
94,5,3.685788128,1,0
94,6,0,0,0
94,7,0,0,0
94,8,0,0,0
94,9,0,0,0
95,0,0,1,0
95,1,2.374998966,1,0
95,2,0,0,0
95,3,0,0,0
95,4,1.925649769,1,0
95,5,0,0,0
95,6,0,0,0
95,7,0,0,1
96,0,0,1,0
96,1,2.777508491,1,0
96,2,0,0,0
96,3,0,0,1
97,0,0,1,0
97,1,3.467004995,1,0
97,2,7.182421661,1,0
97,3,0,0,1
98,0,0.675556566,1,0
98,1,4.555275157,1,0
98,2,8.739851043,1,0
98,3,0,1,0
98,4,4.382141138,1,0
98,5,0,0,0
98,6,0,0,0
98,7,0,0,0
98,8,2.41439608,0,0
98,9,0,0,0
99,0,0.076580373,1,0
99,1,3.37535719,1,0
99,2,6.868196869,1,0
99,3,0,0,0
99,4,0,0,0
99,5,0,0,0
99,6,0,0,1
100,0,0.928123536,1,0
100,1,4.413089618,1,0
100,2,0,1,0
100,3,3.673169824,1,0
100,4,0,0,0
100,5,0,0,0
100,6,0,0,1
101,0,0,1,0
101,1,2.99063953,1,0
101,2,0,0,0
101,3,0,0,1
102,0,0.799186742,1,0
102,1,4.858123065,1,0
102,2,0,0,0
102,3,0,0,0
102,4,0.89704508,0,0
102,5,0,0,0
102,6,0,0,0
102,7,0,0,0
102,8,0,0,0
102,9,0,0,0
103,0,0,1,0
103,1,3.811016718,1,0
103,2,0,0,0
103,3,0,0,0
103,4,0,0,0
103,5,0,0,0
103,6,0,0,0
103,7,0,0,0
103,8,1.067195113,0,0
103,9,0,0,0
104,0,0,1,0
104,1,2.770881701,1,0
104,2,7.085516422,1,0
104,3,0,1,1
105,0,0.172020473,1,0
105,1,3.600027675,1,0
105,2,0,1,0
105,3,3.115526917,1,0
105,4,0,0,0
105,5,1.714687253,0,0
105,6,0,0,0
105,7,0,0,0
105,8,0,0,0
105,9,0,0,0
106,0,0,1,0
106,1,1.857952389,1,0
106,2,0,0,0
106,3,0,0,0
106,4,0,0,0
106,5,0,0,0
106,6,0,0,0
106,7,0,0,0
106,8,0,0,1
107,0,0,1,0
107,1,3.123322027,1,0
107,2,6.286102124,1,0
107,3,0,0,0
107,4,0,0,0
107,5,0,0,0
107,6,0,0,0
107,7,0,0,0
107,8,0,0,0
107,9,0,0,0
108,0,0,1,0
108,1,3.244265013,1,0
108,2,6.806018485,1,0
108,3,0,0,0
108,4,1.082138456,0,0
108,5,0,0,0
108,6,0,0,0
108,7,0,0,1
109,0,0,1,0
109,1,3.527418004,1,0
109,2,0,1,0
109,3,3.237444422,1,0
109,4,0,0,0
109,5,0,0,0
109,6,0,0,0
109,7,0,0,0
109,8,0,0,0
109,9,0,0,0
110,0,0.233053604,1,0
110,1,4.105049399,1,0
110,2,7.263639641,1,0
110,3,0,0,0
110,4,0.734924937,0,1
111,0,0,1,0
111,1,3.958873515,1,0
111,2,0,1,0
111,3,3.295845261,1,0
111,4,0,0,0
111,5,0.14662313,0,0
111,6,0,0,0
111,7,1.903155929,0,0
111,8,0,0,1
112,0,0.039556702,1,0
112,1,2.662933646,1,0
112,2,0,1,0
112,3,4.493041394,1,0
112,4,0,1,0
112,5,4.505758453,1,0
112,6,0,0,0
112,7,0,0,1
113,0,0,1,0
113,1,4.243401541,1,0
113,2,0,0,0
113,3,0,0,0
113,4,0,0,0
113,5,1.666944663,0,0
113,6,0,0,0
113,7,0,0,1
114,0,0,1,0
114,1,3.385766935,1,0
114,2,0,0,0
114,3,0,0,0
114,4,0,0,0
114,5,1.316404729,0,0
114,6,2.330192108,0,0
114,7,0,0,0
114,8,0,0,0
114,9,0,0,0
115,0,0.33554984,1,0
115,1,3.729113131,1,0
115,2,0,0,1
116,0,0,1,0
116,1,3.43226578,1,0
116,2,6.110374033,1,0
116,3,0,0,0
116,4,0,0,0
116,5,0,0,0
116,6,0,0,0
116,7,0,0,0
116,8,0,0,0
116,9,0,0,0
117,0,0,1,0
117,1,3.365303819,1,0
117,2,0,1,0
117,3,3.773848572,1,0
117,4,0,0,0
117,5,0,0,0
117,6,0,0,0
117,7,1.577822939,0,0
117,8,0,0,0
117,9,0,0,1
118,0,0,1,0
118,1,2.824215432,1,0
118,2,0,0,1
119,0,0,1,0
119,1,0,1,0
119,2,2.743833293,1,0
119,3,7.051096642,1,0
119,4,0,0,0
119,5,0,0,0
119,6,0,0,0
119,7,0,0,1
120,0,0,1,0
120,1,3.233791766,1,0
120,2,0,0,0
120,3,0,0,0
120,4,0,0,0
120,5,1.029682742,0,0
120,6,0,0,0
120,7,0.801131797,0,0
120,8,0,0,0
120,9,0,0,0
121,0,0.329812525,1,0
121,1,2.866286996,1,0
121,2,6.48478965,1,0
121,3,0,0,0
121,4,0.616467472,0,0
121,5,0,0,0
121,6,0,0,1
122,0,0,1,0
122,1,4.02611841,1,0
122,2,0,1,0
122,3,2.927484977,1,0
122,4,6.639969177,1,0
122,5,10.70999118,1,0
122,6,0,0,0
122,7,1.898148885,0,0
122,8,0,0,1
123,0,0,1,0
123,1,3.738008316,1,0
123,2,7.802358992,1,0
123,3,0,0,0
123,4,0.103024124,0,0
123,5,0,0,0
123,6,0,0,0
123,7,0,0,0
123,8,0,0,1
124,0,0,1,0
124,1,3.3285558,1,0
124,2,0,0,0
124,3,0.910868074,0,1
125,0,0.59525712,1,0
125,1,3.702737763,1,0
125,2,0,0,0
125,3,0.442310929,0,0
125,4,0,0,0
125,5,1.2918146,1,0
125,6,4.836530745,1,0
125,7,0,0,0
125,8,0,0,0
125,9,0,0,0
126,0,0,1,0
126,1,2.888558439,1,0
126,2,0,0,0
126,3,0,0,0
126,4,0.740548633,0,0
126,5,0,0,0
126,6,1.229141602,0,0
126,7,0,0,0
126,8,0,0,0
126,9,0,0,1
127,0,0,1,0
127,1,3.384326326,1,0
127,2,0,0,0
127,3,0,0,0
127,4,0,0,0
127,5,0,0,0
127,6,0,0,0
127,7,0,0,0
127,8,0,0,0
127,9,0,0,0
128,0,0,1,0
128,1,2.45014619,1,0
128,2,5.787057678,1,0
128,3,0,0,0
128,4,0.282597925,0,0
128,5,0.9073287,0,0
128,6,0,0,0
128,7,0,0,0
128,8,0,0,0
128,9,0,0,0
129,0,0.41303824,1,0
129,1,3.900290636,1,0
129,2,0,1,0
129,3,4.298840599,1,0
129,4,0,0,0
129,5,0.863544303,0,0
129,6,0,0,0
129,7,0,0,0
129,8,2.307191805,0,0
129,9,0,0,0
130,0,0.123482121,1,0
130,1,3.321205271,1,0
130,2,6.350266148,1,0
130,3,0,0,0
130,4,0,0,0
130,5,0,0,0
130,6,0,0,0
130,7,0,0,0
130,8,2.083606322,0,0
130,9,0,0,0
131,0,0,1,0
131,1,3.699372826,1,0
131,2,0,1,0
131,3,3.837270403,1,0
131,4,7.51474209,1,0
131,5,0,0,1
132,0,0.236162373,1,0
132,1,2.845206399,1,0
132,2,5.963780836,1,0
132,3,0,0,0
132,4,0,0,0
132,5,0,0,1
133,0,0.701188396,1,0
133,1,4.002297437,1,0
133,2,0,0,0
133,3,0.275191502,0,0
133,4,1.518155307,1,0
133,5,5.638889328,1,0
133,6,0,0,0
133,7,0.937635154,0,0
133,8,0,0,0
133,9,0,0,0
134,0,0,1,0
134,1,3.599231176,1,0
134,2,0,1,0
134,3,2.533243701,1,0
134,4,0,0,0
134,5,0,0,0
134,6,0,0,0
134,7,2.154531666,0,0
134,8,0,0,0
134,9,0,0,0
135,0,0,1,0
135,1,3.454496841,1,0
135,2,0,0,0
135,3,0,0,0
135,4,0,0,0
135,5,0.335317641,0,0
135,6,0,0,0
135,7,0,0,0
135,8,0,0,0
135,9,0,0,1
136,0,0,1,0
136,1,2.931260259,1,0
136,2,6.774754105,1,0
136,3,0,0,0
136,4,0,0,0
136,5,0,0,0
136,6,0,0,0
136,7,0.448777685,0,0
136,8,0,0,0
136,9,0,0,0
137,0,0,1,1
138,0,0.132779305,1,0
138,1,2.45295371,1,0
138,2,6.376620309,1,0
138,3,0,0,0
138,4,0,0,0
138,5,0,0,0
138,6,0,0,0
138,7,0,0,0
138,8,0,0,0
138,9,0,0,0
139,0,0,1,0
139,1,2.795445166,1,0
139,2,0,0,0
139,3,0.640016067,1,0
139,4,3.636170142,1,0
139,5,0,0,0
139,6,1.208346837,0,0
139,7,0,0,1
140,0,0,1,0
140,1,3.022223266,1,0
140,2,6.29989956,1,0
140,3,0,0,0
140,4,0,0,0
140,5,0,0,0
140,6,1.091265703,0,0
140,7,0,0,0
140,8,0,0,0
140,9,0,0,0
141,0,0.564747242,1,0
141,1,3.865924895,1,0
141,2,0,0,0
141,3,0,0,0
141,4,0,0,0
141,5,0,0,1
142,0,0.440444135,1,0
142,1,4.155629348,1,0
142,2,0,1,0
142,3,4.048120318,1,0
142,4,0,0,0
142,5,0.661414327,0,0
142,6,0,0,0
142,7,0,0,0
142,8,0,0,0
142,9,0,0,0
143,0,0,1,0
143,1,3.33943501,1,0
143,2,0,0,1
144,0,0,1,0
144,1,3.03418353,1,0
144,2,0,1,0
144,3,2.990192279,1,0
144,4,0,0,1
145,0,0.583614921,1,0
145,1,3.36214254,1,0
145,2,0,1,0
145,3,3.2852097,1,0
145,4,0,0,0
145,5,0,0,0
145,6,0,0,0
145,7,0,0,0
145,8,0,0,0
145,9,0,0,0
146,0,0,1,0
146,1,3.279067618,1,0
146,2,0,0,0
146,3,0,1,0
146,4,4.411361662,1,0
146,5,0,0,0
146,6,0,0,0
146,7,0,0,1
147,0,0,1,0
147,1,2.881383349,1,0
147,2,6.107849395,1,0
147,3,0,0,1
148,0,0,1,0
148,1,2.526230478,1,0
148,2,0,1,0
148,3,3.204764079,1,0
148,4,6.385877485,1,0
148,5,0,0,0
148,6,0,0,0
148,7,0,0,0
148,8,2.145479931,1,0
148,9,7.705615665,1,0
149,0,0,1,0
149,1,2.667859431,1,0
149,2,0,0,0
149,3,0,0,0
149,4,0,0,0
149,5,0,0,0
149,6,0,0,0
149,7,0,0,0
149,8,0.769488152,0,0
149,9,0,0,0
150,0,0.225725936,1,0
150,1,4.208406252,1,0
150,2,0,1,0
150,3,3.002860838,1,0
150,4,7.689941425,1,0
150,5,0,0,0
150,6,0,0,0
150,7,2.502163524,0,0
150,8,0,0,0
150,9,1.901943823,0,0
151,0,0,1,0
151,1,3.81384216,1,0
151,2,7.656651478,1,0
151,3,0,0,0
151,4,0.905459194,0,0
151,5,0,0,1
152,0,0.164112384,1,0
152,1,3.083785133,1,0
152,2,6.628111845,1,0
152,3,0,0,0
152,4,0,0,0
152,5,0,0,0
152,6,1.167794174,0,0
152,7,0,0,1
153,0,0,1,0
153,1,2.503996154,1,0
153,2,0,0,0
153,3,0,0,0
153,4,0,0,0
153,5,1.294374482,0,0
153,6,0,0,1
154,0,0.429872629,1,0
154,1,3.300964183,1,0
154,2,0,1,0
154,3,3.558834869,1,0
154,4,0,0,0
154,5,0.311646555,0,0
154,6,0,0,0
154,7,0,0,1
155,0,0,1,0
155,1,3.026916374,1,0
155,2,0,1,0
155,3,3.276873065,1,0
155,4,0,0,0
155,5,0,0,0
155,6,0.120669749,0,0
155,7,0,0,0
155,8,0,0,0
155,9,0,0,0
156,0,0.111726992,1,0
156,1,3.189413417,1,0
156,2,0,1,0
156,3,3.82158156,1,0
156,4,0,0,0
156,5,0,0,0
156,6,0,0,0
156,7,0,0,0
156,8,1.656663598,0,0
156,9,0,0,1
157,0,0.868823937,1,0
157,1,3.59305028,1,0
157,2,5.850639813,1,0
157,3,0,0,0
157,4,0,0,0
157,5,1.019141455,0,0
157,6,0,0,0
157,7,1.467979582,0,0
157,8,0,0,0
157,9,0,0,0
158,0,0,1,0
158,1,3.577893656,1,0
158,2,0,0,0
158,3,0,0,1
159,0,0,1,0
159,1,3.411399076,1,0
159,2,7.121522922,1,0
159,3,0,0,0
159,4,0,0,1
160,0,0,1,0
160,1,2.730073443,1,0
160,2,0,0,0
160,3,0.160468907,1,0
