id,t0,L1,L2,L3,A,Y
16,6,1,0,6,-1.629075596,0
17,0,1,1.128220832,8,0.628220832,NA
17,1,0,0,8,-1.627224216,NA
17,2,0,0,8,0.615038031,NA
17,3,0,0,8,0.485460485,NA
17,4,1,0,8,-1.368006394,NA
17,5,0,1.949518259,8,0.587288865,NA
17,6,1,0,8,-1.466352766,0
18,0,0,1.042505489,6,0.542505489,NA
18,1,0,0,6,-1.338587638,NA
18,2,1,0,6,-1.395737238,NA
18,3,0,0,6,-1.466918586,NA
18,4,0,0,6,0.474996276,NA
18,5,1,0.979778337,6,-1.284479118,NA
18,6,0,0,6,-1.264908793,0
19,0,1,0.852910659,6,0.352910659,NA
19,1,0,0,6,-1.527288089,NA
19,2,0,0,6,-1.492156675,NA
19,3,1,0,6,-1.578022411,NA
19,4,0,0,6,-1.543863875,NA
19,5,1,0,6,-1.357272274,NA
19,6,1,0,6,0.477313375,0
20,0,0,0.906494789,10,0.406494789,NA
20,1,1,0,10,-1.413446426,NA
20,2,0,0,10,-1.446118489,NA
20,3,0,0,10,-1.543309881,NA
20,4,0,0,10,-1.513659934,NA
20,5,1,0,10,-1.512862189,NA
20,6,0,0,10,-1.361081329,0
21,0,0,0.902340766,10,0.402340766,NA
21,1,1,0,10,0.48278037,NA
21,2,1,0.023479107,10,-1.568607864,NA
21,3,0,0,10,-1.480465933,NA
21,4,1,1.08487627,10,0.374701806,NA
21,5,0,0.145035705,10,-1.481281135,NA
21,6,0,0,10,-1.488876817,0
22,0,0,1.046584413,6,0.546584413,NA
22,1,1,0.929188944,6,0.508130432,NA
22,2,0,0,6,-1.409489833,NA
22,3,1,0,6,-1.315444653,NA
22,4,0,2.044437663,6,0.463818984,NA
22,5,1,0.984127702,6,-1.571802769,NA
22,6,1,0,6,-1.417604414,0
23,0,0,1.022176028,6,0.522176028,NA
23,1,0,0,6,-1.491331852,NA
23,2,1,0.906401053,6,-1.663919909,NA
23,3,0,0,6,-1.686590539,NA
23,4,1,1.030126802,6,-1.414984461,NA
23,5,0,0,6,0.421494326,NA
23,6,0,0,6,-1.561601935,1
24,0,0,1.078833743,6,0.578833743,NA
24,1,1,0.936099728,6,-1.507282709,NA
24,2,1,0,6,-1.690938335,NA
24,3,1,0.130142933,6,-1.653306814,NA
24,4,1,2.022477463,6,-1.501812335,NA
24,5,0,0,6,-1.534806658,NA
24,6,0,0,6,-1.474923831,0
25,0,0,1.131745783,5,0.631745783,NA
25,1,0,0,5,-1.489195162,NA
25,2,0,0,5,-1.301610498,NA
25,3,1,0.980727847,5,-1.402241855,NA
25,4,0,0.138306735,5,-1.541955648,NA
25,5,0,0,5,-1.527795166,NA
25,6,1,0,5,-1.477050497,0
26,0,0,0.93089351,7,0.43089351,NA
26,1,1,0,7,0.472879933,NA
26,2,1,2.000291991,7,-1.502480069,NA
26,3,0,0.107156063,7,-1.572280597,NA
26,4,1,0,7,-1.472427368,NA
26,5,0,0,7,-1.571461409,NA
26,6,1,0,7,-1.378101586,0
27,0,1,0.951105361,6,0.451105361,NA
27,1,0,0,6,-1.328914544,NA
27,2,0,0,6,0.510784681,NA
27,3,0,0,6,-1.363487278,NA
27,4,1,0,6,-1.37484722,NA
27,5,0,0,6,-1.413973289,NA
27,6,0,0,6,-1.495602704,0
28,0,0,1.134180392,7,0.634180392,NA
28,1,0,0,7,-1.350547204,NA
28,2,0,0,7,0.402258451,NA
28,3,1,0,7,-1.537491975,NA
28,4,0,0,7,-1.507535912,NA
28,5,0,0,7,-1.491663524,NA
28,6,1,0,7,-1.455606423,0
29,0,0,0.954616262,9,0.454616262,NA
29,1,1,0,9,-1.418253575,NA
29,2,1,2.041396677,9,-1.449054611,NA
29,3,0,0,9,-1.431457063,NA
29,4,0,0,9,-1.482671246,NA
29,5,1,0,9,-1.450603882,NA
29,6,1,0,9,-1.394842464,0
30,0,0,0.754057257,7,0.254057257,NA
30,1,1,0,7,0.511084498,NA
30,2,0,0.137894654,7,-1.569170993,NA
30,3,0,0,7,-1.390741982,NA
30,4,0,0,7,-1.43950427,NA
30,5,1,0.974079394,7,-1.561432195,NA
30,6,1,1.933128634,7,0.606901316,0
31,0,0,0.856140582,7,0.356140582,NA
31,1,1,0,7,-1.50261784,NA
31,2,1,0,7,-1.404589217,NA
31,3,1,1.921216527,7,-1.488762335,NA
31,4,0,0.019359632,7,-1.698495039,NA
31,5,0,0,7,-1.452563132,NA
31,6,1,0,7,-1.793345148,0
32,0,0,1.109906828,7,0.609906828,NA
32,1,1,0.966643343,7,0.433516031,NA
32,2,1,0,7,-1.475880643,NA
32,3,1,0,7,-1.358040983,NA
32,4,0,0,7,-1.612210726,NA
32,5,0,0,7,-1.384439696,NA
32,6,1,0,7,-1.658456332,0
33,0,1,0.963205788,8,0.463205788,NA
33,1,0,0.082285417,8,-1.517755621,NA
33,2,1,0,8,0.411348611,NA
33,3,0,0,8,-1.498793533,NA
33,4,0,0,8,-1.396751607,NA
33,5,1,0,8,-1.46809512,NA
33,6,0,0.089219435,8,-1.518647194,0
34,0,1,0.940370785,10,0.440370785,NA
34,1,0,0,10,-1.516766819,NA
34,2,0,0,10,-1.41899096,NA
34,3,0,0,10,-1.274585457,NA
34,4,1,0,10,-1.566306685,NA
34,5,0,0,10,-1.463638592,NA
34,6,1,1.020831895,10,-1.527448746,0
35,0,1,0.929447514,5,0.429447514,NA
35,1,0,0,5,-1.505513344,NA
35,2,1,0,5,-1.478903021,NA
35,3,1,1.943656488,5,0.537764276,NA
35,4,0,0,5,-1.581912834,NA
35,5,1,0,5,-1.502423948,NA
35,6,0,0,5,-1.589785734,0
36,0,0,0.841221086,10,0.341221086,NA
36,1,1,0,10,-1.499062788,NA
36,2,0,0.10088901,10,0.513740046,NA
36,3,1,0,10,-1.488735508,NA
36,4,1,0,10,-1.540625992,NA
36,5,0,0.301153687,10,-1.540886198,NA
36,6,1,1.222441809,10,-1.497952329,1
37,0,1,1.153573103,10,0.653573103,NA
37,1,0,0.002189245,10,-1.504316609,NA
37,2,1,0,10,-1.528886407,NA
37,3,0,0.057400825,10,0.618519479,NA
37,4,0,0,10,0.481276719,NA
37,5,0,0,10,-1.470914058,NA
37,6,0,0.842703894,10,-1.388017914,1
38,0,0,1.016378709,8,0.516378709,NA
38,1,1,0,8,0.445228276,NA
38,2,1,0,8,-1.58318089,NA
38,3,0,0,8,-1.547369645,NA
38,4,1,0.953378797,8,-1.548809577,NA
38,5,1,0,8,-1.581512379,NA
38,6,0,0,8,-1.369365813,0
39,0,0,1.164836663,8,0.664836663,NA
39,1,1,0,8,-1.448853482,NA
39,2,1,2.033791028,8,-1.530778286,NA
39,3,1,0.029583126,8,-1.607637821,NA
39,4,0,1.976882654,8,-1.426750156,NA
39,5,0,0,8,-1.608687872,NA
39,6,0,0,8,-1.447705908,0
40,0,1,0.952438733,8,0.452438733,NA
40,1,0,0,8,-1.412637146,NA
40,2,1,1.013958088,8,-1.588114836,NA
40,3,0,0.015223063,8,-1.560188346,NA
40,4,1,0,8,-1.499712788,NA
40,5,1,0,8,-1.294327594,NA
40,6,1,0,8,0.626587821,0
41,0,1,0.913391636,9,0.413391636,NA
41,1,0,0,9,-1.429044243,NA
41,2,1,0,9,-1.511066281,NA
41,3,0,0,9,0.467759932,NA
41,4,1,0,9,-1.662686975,NA
41,5,0,0,9,-1.385573521,NA
41,6,1,0,9,-1.272427759,0
42,0,0,0.978404395,9,0.478404395,NA
42,1,0,0,9,0.480818303,NA
42,2,0,0,9,-1.571469776,NA
42,3,1,1.056634068,9,0.555832192,NA
42,4,1,0,9,0.600794844,NA
42,5,1,2.000018143,9,-1.55447602,NA
42,6,0,0.105794721,9,-1.3758933,0
43,0,1,1.168846154,8,0.668846154,NA
43,1,0,0,8,-1.503585651,NA
43,2,1,0.897912422,8,-1.516874084,NA
43,3,0,0.10907653,8,-1.374831704,NA
43,4,0,0,8,-1.560844772,NA
43,5,1,0.931827387,8,-1.577343837,NA
43,6,0,0,8,-1.483027295,0
44,0,1,1.054025436,9,0.554025436,NA
44,1,0,0,9,-1.390887762,NA
44,2,0,0,9,-1.512844365,NA
44,3,1,0,9,-1.490334375,NA
44,4,0,0,9,-1.707751509,NA
44,5,0,0,9,-1.435563064,NA
44,6,0,0,9,-1.34590301,1
45,0,0,0.921563049,7,0.421563049,NA
45,1,0,0,7,-1.472876488,NA
45,2,0,0,7,-1.493901901,NA
45,3,1,0,7,-1.508711991,NA
45,4,0,0.029079784,7,-1.380413716,NA
45,5,1,0,7,-1.463390533,NA
45,6,1,2.039196423,7,-1.616056924,0
46,0,0,1.070005825,8,0.570005825,NA
46,1,1,0.970855802,8,-1.540420772,NA
46,2,0,0.095748551,8,-1.499609273,NA
46,3,0,0,8,-1.317377847,NA
46,4,1,0.861038405,8,-1.621731921,NA
46,5,1,1.999180612,8,-1.374373353,NA
46,6,0,0.007565056,8,0.407465103,1
47,0,1,0.889449194,6,0.389449194,NA
47,1,1,0,6,-1.540195484,NA
47,2,1,0,6,-1.544093115,NA
47,3,1,0,6,-1.440367596,NA
47,4,1,0,6,-1.641460191,NA
47,5,0,0,6,-1.507580558,NA
47,6,0,1.110356865,6,-1.404922801,0
48,0,0,1.111049664,5,0.611049664,NA
48,1,0,0,5,-1.486832464,NA
48,2,0,0,5,-1.589557278,NA
48,3,0,0,5,-1.578365272,NA
48,4,0,0,5,0.480868051,NA
48,5,1,0.945231855,5,-1.547807668,NA
48,6,1,0.122745018,5,0.470689005,0
49,0,1,0.851625837,9,0.351625837,NA
49,1,0,0,9,-1.332881511,NA
49,2,1,0,9,-1.382939043,NA
49,3,1,0,9,0.554454161,NA
49,4,1,0,9,-1.372558008,NA
49,5,0,0,9,-1.449467414,NA
49,6,0,0,9,-1.34954144,0
50,0,1,1.136243825,6,0.636243825,NA
50,1,0,0,6,-1.40351344,NA
50,2,0,0,6,-1.485588603,NA
50,3,0,0,6,-1.337450979,NA
50,4,1,0.905602396,6,-1.548619478,NA
50,5,1,2.090407246,6,-1.474744026,NA
50,6,1,0.040548856,6,-1.539070688,0
51,0,1,0.950868289,10,0.450868289,NA
51,1,0,0,10,-1.5437723,NA
51,2,0,0,10,-1.544225846,NA
51,3,0,0,10,0.510062172,NA
51,4,1,0.798589561,10,-1.447298715,NA
51,5,1,0.232069774,10,-1.49428944,NA
51,6,0,0,10,-1.517837353,0
52,0,1,0.999962296,8,0.499962296,NA
52,1,0,0.038376466,8,-1.669816209,NA
52,2,1,1.079392619,8,-1.609635282,NA
52,3,1,0,8,0.507021655,NA
52,4,1,0,8,-1.473893191,NA
52,5,0,0.024894218,8,-1.51007818,NA
52,6,1,0,8,-1.305914083,0
53,0,0,0.9931587,8,0.4931587,NA
53,1,1,0,8,0.389029974,NA
53,2,0,0,8,-1.52003258,NA
53,3,0,0,8,-1.443857734,NA
53,4,1,0,8,-1.484313016,NA
53,5,0,0.026602927,8,-1.351288291,NA
53,6,1,1.073077657,8,-1.334871564,0
54,0,1,0.911421534,10,0.411421534,NA
54,1,0,0.085438817,10,-1.439733061,NA
54,2,0,0,10,0.542935809,NA
54,3,0,0,10,-1.635819756,NA
54,4,0,0,10,-1.474259852,NA
54,5,0,0,10,-1.56551811,NA
54,6,0,0,10,-1.352465327,0
55,0,1,0.976967258,10,0.476967258,NA
55,1,0,0,10,-1.488777365,NA
55,2,0,0,10,-1.592979444,NA
55,3,0,0,10,0.369112138,NA
55,4,1,0,10,0.533123343,NA
55,5,0,0,10,-1.62819323,NA
55,6,1,1.040292078,10,-1.705491862,0
56,0,1,1.008584111,6,0.508584111,NA
56,1,1,0,6,-1.510953792,NA
56,2,0,0,6,-1.456670436,NA
56,3,1,0,6,-1.554763631,NA
56,4,1,0,6,-1.527435296,NA
56,5,1,0,6,-1.384783404,NA
56,6,1,0,6,-1.510052603,0
57,0,1,0.93069505,8,0.43069505,NA
57,1,0,2.111388164,8,0.565376316,NA
57,2,0,0,8,-1.642072748,NA
57,3,1,0,8,0.500821316,NA
57,4,0,0,8,-1.519070594,NA
57,5,0,0,8,0.44518386,NA
57,6,0,0,8,-1.43727225,0
58,0,1,0.991590979,10,0.491590979,NA
58,1,0,0,10,-1.411930412,NA
58,2,1,0,10,-1.563146307,NA
58,3,1,0.004789815,10,-1.437642781,NA
58,4,1,0,10,-1.67645422,NA
58,5,1,0,10,-1.551482519,NA
58,6,0,0,10,0.378450279,0
59,0,1,0.899566147,7,0.399566147,NA
59,1,0,0,7,-1.448138255,NA
59,2,0,0,7,-1.608463981,NA
59,3,0,0,7,0.427569353,NA
59,4,1,0,7,-1.575464128,NA
59,5,1,2.031940469,7,0.654719598,NA
59,6,0,0,7,0.422990066,0
60,0,0,1.031606187,8,0.531606187,NA
60,1,0,0,8,-1.663331242,NA
60,2,0,0,8,0.619735533,NA
60,3,0,0,8,-1.443668033,NA
60,4,1,1.0143418,8,0.524441938,NA
60,5,0,0,8,-1.560192218,NA
60,6,1,0.870108473,8,0.546447955,0
61,0,0,1.049714028,10,0.549714028,NA
61,1,0,0,10,-1.36679837,NA
61,2,1,0.940021207,10,-1.682120769,NA
61,3,1,0,10,0.4912666,NA
61,4,0,0,10,-1.749710952,NA
61,5,1,0,10,-1.397501212,NA
61,6,1,2.022383171,10,-1.456062112,0
62,0,1,0.953187182,10,0.453187182,NA
62,1,0,0,10,-1.499871482,NA
62,2,0,0,10,-1.452848488,NA
62,3,0,0,10,-1.568798555,NA
62,4,0,0,10,-1.441525829,NA
62,5,0,0,10,-1.686328058,NA
62,6,0,0,10,-1.409581128,0
63,0,1,0.904739528,5,0.404739528,NA
63,1,1,0,5,0.703358811,NA
63,2,0,0,5,-1.398394446,NA
63,3,0,0.944719222,5,-1.438109753,NA
63,4,0,0,5,0.319235297,NA
63,5,0,0,5,-1.526196121,NA
63,6,1,1.114996926,5,-1.26503792,0
64,0,0,1.089219852,5,0.589219852,NA
64,1,0,1.111070073,5,-1.589160796,NA
64,2,1,0,5,-1.632793375,NA
64,3,0,0.100458693,5,-1.699909532,NA
64,4,0,0.856022285,5,-1.60572559,NA
64,5,0,0,5,-1.622324622,NA
64,6,0,0,5,-1.546209368,0
65,0,0,0.893403554,8,0.393403554,NA
65,1,1,0,8,-1.626364865,NA
65,2,0,0,8,-1.377252124,NA
65,3,0,1.027943189,8,-1.588002696,NA
65,4,0,0,8,-1.301424454,NA
65,5,0,0,8,-1.30621562,NA
65,6,1,1.099761334,8,-1.403872077,0
66,0,0,1.072790972,10,0.572790972,NA
66,1,0,0,10,-1.503349725,NA
66,2,1,0,10,-1.426763321,NA
66,3,0,0,10,-1.579240496,NA
66,4,0,0,10,0.541657311,NA
66,5,0,0.863893363,10,0.570914902,NA
66,6,1,1.075007754,10,-1.707414413,0
67,0,0,0.962332605,10,0.462332605,NA
67,1,1,0,10,-1.576607964,NA
67,2,1,0.162991262,10,0.416147663,NA
67,3,1,0,10,-1.542072294,NA
67,4,0,0.071391483,10,0.386504474,NA
67,5,0,1.033531897,10,-1.246926439,NA
67,6,0,0,10,-1.633152606,1
68,0,0,1.051179662,8,0.551179662,NA
68,1,0,0,8,-1.426439156,NA
68,2,1,0,8,0.353794721,NA
68,3,1,0,8,-1.401799287,NA
68,4,0,0,8,0.492803489,NA
68,5,0,0,8,0.479656586,NA
68,6,1,0,8,-1.55754192,0
69,0,0,0.902054671,10,0.402054671,NA
69,1,1,0,10,-1.438279718,NA
69,2,1,0,10,-1.614852699,NA
69,3,0,0,10,-1.367957213,NA
69,4,0,0,10,-1.36771644,NA
69,5,1,0,10,-1.296047184,NA
69,6,1,0,10,-1.442121196,0
70,0,1,0.98043027,6,0.48043027,NA
70,1,0,0,6,-1.512127145,NA
70,2,0,0,6,-1.381748366,NA
70,3,1,1.117492072,6,0.47312861,NA
70,4,0,0,6,0.480380753,NA
70,5,1,0,6,-1.397924843,NA
70,6,0,0.02605569,6,0.333619485,0
71,0,0,0.952639173,8,0.452639173,NA
71,1,0,0,8,-1.532089587,NA
71,2,0,0,8,-1.672442582,NA
71,3,0,0,8,-1.472449413,NA
71,4,0,0,8,0.496967261,NA
71,5,1,0,8,-1.473121055,NA
71,6,1,0.104068406,8,0.44966088,0
72,0,0,0.934140463,6,0.434140463,NA
72,1,0,0,6,-1.516967635,NA
72,2,0,1.011705123,6,-1.445443649,NA
72,3,1,0.962804139,6,-1.463025345,NA
72,4,0,0,6,-1.536724176,NA
72,5,0,0,6,-1.503676429,NA
72,6,0,0,6,-1.45275727,0
73,0,0,1.014899185,7,0.514899185,NA
73,1,1,0,7,0.612572724,NA
73,2,1,1.993852871,7,0.524563052,NA
73,3,1,1.986256884,7,-1.271686285,NA
73,4,0,0,7,0.666713143,NA
73,5,1,0,7,-1.596183616,NA
73,6,0,0.096524579,7,-1.473527419,0
74,0,1,0.910929556,7,0.410929556,NA
74,1,0,0,7,-1.411472665,NA
74,2,1,0,7,-1.66242764,NA
74,3,0,0,7,-1.429631159,NA
74,4,1,0,7,-1.516388242,NA
74,5,0,0,7,-1.444750112,NA
74,6,0,0,7,-1.350759164,0
75,0,1,1.05243796,5,0.55243796,NA
75,1,0,0,5,-1.483530827,NA
75,2,1,0,5,0.590317172,NA
75,3,1,0,5,-1.45684347,NA
75,4,1,0,5,-1.61143145,NA
75,5,1,0,5,-1.475326468,NA
75,6,0,0,5,-1.486234386,0
76,0,0,0.824289076,10,0.324289076,NA
76,1,1,0,10,-1.542375302,NA
76,2,1,0,10,-1.605671604,NA
76,3,1,0,10,-1.460756443,NA
76,4,0,0,10,0.41477336,NA
76,5,1,1.027918198,10,0.428701504,NA
76,6,0,0,10,-1.569480219,0
77,0,0,1.046692975,7,0.546692975,NA
77,1,1,0,7,-1.446981349,NA
77,2,1,0,7,-1.506711807,NA
77,3,0,0,7,0.468868725,NA
77,4,0,0,7,-1.411337936,NA
77,5,0,0,7,-1.406257579,NA
77,6,0,0,7,-1.392037533,0
78,0,0,1.105668953,9,0.605668953,NA
78,1,1,0,9,0.681760539,NA
78,2,1,2.090771728,9,-1.610745703,NA
78,3,0,0,9,-1.499861687,NA
78,4,1,0.952742276,9,-1.558646479,NA
78,5,1,2.074457613,9,-1.475974917,NA
78,6,0,0,9,-1.467494509,0
79,0,0,1.034602117,10,0.534602117,NA
79,1,0,0,10,-1.565073501,NA
79,2,0,0,10,-1.52373408,NA
79,3,0,0,10,-1.334075735,NA
79,4,0,0,10,-1.466435966,NA
79,5,0,0,10,-1.578747433,NA
79,6,1,0,10,-1.270441561,0
80,0,1,0.91370018,6,0.41370018,NA
80,1,1,0,6,-1.444195652,NA
80,2,1,0,6,-1.352901326,NA
80,3,1,0,6,-1.50211998,NA
80,4,0,0,6,-1.344966979,NA
80,5,0,0,6,-1.591996455,NA
80,6,0,1.005018424,6,0.370346726,0
81,0,1,1.160432187,5,0.660432187,NA
81,1,0,0,5,-1.439756848,NA
81,2,0,0,5,-1.407865795,NA
81,3,0,0,5,-1.50774721,NA
81,4,0,0,5,-1.452589754,NA
81,5,1,0,5,-1.548352733,NA
81,6,1,0,5,-1.288033963,0
82,0,0,0.968844669,7,0.468844669,NA
82,1,1,0,7,0.502949959,NA
82,2,0,0,7,-1.487768732,NA
82,3,0,0,7,-1.479504496,NA
82,4,1,0,7,-1.391405763,NA
82,5,0,0.15455487,7,-1.54646008,NA
82,6,1,0.773263588,7,0.494443508,0
83,0,0,0.881099658,6,0.381099658,NA
83,1,1,1.044131431,6,-1.446610999,NA
83,2,1,0,6,-1.425790239,NA
83,3,1,1.693887889,6,-1.642070236,NA
83,4,1,0,6,-1.464105098,NA
83,5,0,0.046102602,6,-1.302497134,NA
83,6,1,1.002753673,6,-1.598367043,0
84,0,0,1.015233727,9,0.515233727,NA
84,1,1,0,9,-1.632411057,NA
84,2,0,0,9,-1.573351998,NA
84,3,0,0,9,-1.428494046,NA
84,4,0,0,9,-1.447159368,NA
84,5,0,0,9,0.348785749,NA
84,6,1,0,9,-1.580621721,0
85,0,0,0.971302757,5,0.471302757,NA
85,1,1,0,5,-1.522938211,NA
85,2,0,0,5,-1.454382191,NA
85,3,0,0,5,0.30788108,NA
85,4,0,0,5,0.514196862,NA
85,5,0,0,5,-1.590555974,NA
85,6,0,0,5,-1.54746749,0
86,0,1,1.086317257,8,0.586317257,NA
86,1,0,0,8,-1.506715467,NA
86,2,0,0,8,-1.716818812,NA
86,3,1,0.888980071,8,-1.311828227,NA
86,4,1,0,8,-1.4942325,NA
86,5,1,0,8,-1.580120257,NA
86,6,1,2.000897166,8,-1.595428132,0
87,0,0,1.048543066,7,0.548543066,NA
87,1,1,0,7,-1.609279711,NA
87,2,0,0,7,-1.437467983,NA
87,3,1,0.957686613,7,-1.531193522,NA
87,4,0,0.072243497,7,-1.458409922,NA
87,5,1,0,7,-1.385715016,NA
87,6,0,0.004130372,7,-1.554603609,0
88,0,0,0.986724429,5,0.486724429,NA
88,1,0,0,5,-1.435160126,NA
88,2,0,0,5,-1.394406204,NA
88,3,0,0,5,-1.514562065,NA
88,4,0,0,5,-1.556674667,NA
88,5,1,1.169227371,5,-1.473490496,NA
88,6,0,0,5,0.473617871,0
89,0,0,1.133103883,7,0.633103883,NA
89,1,0,0,7,-1.434370268,NA
89,2,0,0,7,-1.417226153,NA
89,3,0,0.997482233,7,0.474757428,NA
89,4,1,1.006966918,7,-1.509144863,NA
89,5,0,0,7,-1.291352103,NA
89,6,0,0,7,-1.661350556,0
90,0,0,1.259184627,8,0.759184627,NA
90,1,0,0,8,-1.445704943,NA
90,2,0,0,8,-1.544741336,NA
90,3,0,0,8,-1.443612885,NA
90,4,1,0,8,-1.48116804,NA
90,5,0,0,8,0.503526626,NA
90,6,0,0,8,-1.561772647,0
91,0,1,0.948544426,9,0.448544426,NA
91,1,1,0,9,0.668450488,NA
91,2,0,0,9,0.431884179,NA
91,3,0,0,9,0.378144409,NA
91,4,0,0,9,-1.524131316,NA
91,5,0,0,9,0.51396792,NA
91,6,0,0,9,0.481941626,0
92,0,0,0.85288754,9,0.35288754,NA
92,1,0,0,9,-1.595758438,NA
92,2,1,0,9,-1.582777463,NA
92,3,0,0.048263032,9,-1.41810049,NA
92,4,0,0.985854776,9,-1.467149849,NA
92,5,0,0,9,0.554158699,NA
92,6,0,0,9,0.313098132,0
93,0,1,0.961525073,6,0.461525073,NA
93,1,1,0,6,-1.67836857,NA
93,2,0,0,6,-1.602285094,NA
93,3,0,0,6,0.464435961,NA
93,4,1,0.857909502,6,-1.503484968,NA
93,5,0,0,6,-1.631889154,NA
93,6,0,0,6,-1.536913116,0
94,0,0,1.008166367,10,0.508166367,NA
94,1,1,1.076602498,10,-1.488095394,NA
94,2,1,0,10,-1.499196801,NA
94,3,0,0,10,-1.510077708,NA
94,4,0,0.865750831,10,0.531874968,NA
94,5,0,0.833989746,10,-1.488832304,NA
94,6,1,0,10,0.459235009,0
95,0,1,1.015391259,9,0.515391259,NA
95,1,1,0,9,-1.436668673,NA
95,2,0,0,9,0.406283272,NA
95,3,1,0,9,0.406706332,NA
95,4,0,0,9,-1.682255129,NA
95,5,1,0,9,-1.553696278,NA
95,6,0,0,9,-1.578573546,0
