id,t0,L,A,Y
55,2,0.675422578,1,0
55,3,-0.022408586,1,0
55,4,0.269880397,1,0
55,5,0.004461874,1,0
55,6,0.496686796,1,0
55,7,0.699300305,1,0
55,8,0.78597196,1,1
56,0,0.02932313,0,0
56,1,-0.140755858,0,0
56,2,-1.035450462,0,0
56,3,-1.041246673,0,0
56,4,-1.379154765,1,0
56,5,-2.363689316,0,0
56,6,-2.325973103,0,0
56,7,-2.0534025,0,0
56,8,-2.295081006,1,0
56,9,-2.406085972,1,0
57,0,-0.304714977,0,0
57,1,-0.690566836,0,0
57,2,-0.034487491,0,0
57,3,0.076785541,1,1
58,0,-1.010168326,0,0
58,1,-0.723271231,0,0
58,2,-1.301593575,0,0
58,3,-1.444211894,0,0
58,4,-1.513532066,0,0
58,5,-1.186366123,1,0
58,6,-0.236659664,1,1
59,0,0.393579808,0,0
59,1,0.76610386,0,0
59,2,0.416829459,0,0
59,3,-0.400999583,0,0
59,4,0.048519554,0,0
59,5,-0.161384657,1,0
59,6,-0.784977272,1,0
59,7,-0.834109876,1,0
59,8,-1.609874192,1,0
59,9,-1.359042097,1,0
60,0,0.275087398,0,0
60,1,0.244672503,0,0
60,2,-0.502283405,0,0
60,3,0.135413968,1,0
60,4,-0.35029718,1,0
60,5,-0.296227325,1,0
60,6,-1.153899714,1,0
60,7,-0.468888575,1,0
60,8,-1.374885389,1,0
60,9,-1.449730556,1,0
61,0,-0.014580652,0,0
61,1,-0.671352439,0,0
61,2,-0.60673199,0,0
61,3,-0.998250085,0,0
61,4,-0.461329398,0,0
61,5,-0.13310442,1,0
61,6,-0.503823319,1,0
61,7,-0.034882708,1,0
61,8,0.246315817,1,0
61,9,-0.255853,1,0
62,0,-0.364014821,0,0
62,1,-0.236641074,0,0
62,2,0.294460653,0,0
62,3,0.349606961,1,0
62,4,-0.34171939,1,0
62,5,-1.006155797,1,0
62,6,-1.335829535,1,0
62,7,-1.164883192,1,0
62,8,-1.507563966,1,0
62,9,-1.499506074,1,0
63,0,-0.719243221,0,0
63,1,-1.761383277,0,0
63,2,-2.175091902,0,0
63,3,-2.126934335,0,0
63,4,-3.008812883,0,0
63,5,-3.901425788,0,0
63,6,-3.725619219,0,0
63,7,-3.580449076,0,0
63,8,-3.280587672,0,0
63,9,-3.250255007,1,0
64,0,-0.509422631,0,0
64,1,-0.581286506,0,0
64,2,-0.178321506,0,0
64,3,0.444889265,1,0
64,4,0.674389031,1,0
64,5,0.724528163,1,0
64,6,0.660521812,1,0
64,7,0.657087837,1,1
65,0,-0.263047084,0,0
65,1,-0.080554789,0,0
65,2,0.000646208,0,0
65,3,0.284959491,1,0
65,4,0.473064347,1,0
65,5,0.053055445,1,0
65,6,0.003147252,1,0
65,7,0.696130982,1,0
65,8,0.136718204,1,0
65,9,-0.692943997,1,0
66,0,-1.078458247,0,0
66,1,-1.010045833,0,0
66,2,-1.272340172,0,0
66,3,-1.601395515,0,0
66,4,-1.537707183,0,0
66,5,-2.653962727,0,0
66,6,-2.703515417,0,0
66,7,-3.265462265,0,0
66,8,-3.286931678,1,0
66,9,-2.804714115,1,0
67,0,0.020768273,0,0
67,1,-0.686555466,0,0
67,2,-0.51530468,1,0
67,3,-0.578403529,0,0
67,4,-1.361779504,1,0
67,5,-1.326491364,1,0
67,6,-1.637402257,1,0
67,7,-1.95959974,1,0
67,8,-1.967043985,1,0
67,9,-2.188874555,1,0
68,0,-0.159795057,0,0
68,1,-0.378133605,0,0
68,2,0.039668947,0,0
68,3,-0.295235616,0,0
68,4,-0.083709906,1,0
68,5,0.444445235,1,0
68,6,0.504740652,1,0
68,7,0.134601474,1,0
68,8,0.350479787,1,0
68,9,0.947881949,1,0
69,0,0.631617853,0,0
69,1,0.087124867,1,0
69,2,0.559959242,1,0
69,3,0.856268714,1,0
69,4,-0.039104329,1,0
69,5,-0.812714931,1,0
69,6,-0.457945335,1,0
69,7,-1.359478619,1,0
69,8,-1.883752391,1,0
69,9,-1.939027606,1,0
70,0,0.801869384,0,1
71,0,0.36776552,0,0
71,1,0.636899905,0,0
71,2,0.946869188,1,0
71,3,0.766915543,1,0
71,4,0.496250143,1,0
71,5,0.78034162,1,0
71,6,0.362029612,1,0
71,7,0.275822144,1,1
72,0,-0.005718422,0,0
72,1,0.974729205,0,0
72,2,0.517811009,1,0
72,3,0.720458779,1,0
72,4,-0.427982062,1,0
72,5,-0.392859671,1,0
72,6,0.540813266,1,1
73,0,-0.826504836,0,0
73,1,-0.867137531,0,0
73,2,-0.992337415,0,0
73,3,-0.784528593,0,0
73,4,-0.040192079,0,0
73,5,-0.504224675,1,0
73,6,-0.671151209,1,0
73,7,-0.906029369,1,0
73,8,-0.537095932,1,0
73,9,-0.30629755,1,0
74,0,0.364611473,0,1
75,0,0.840258168,0,0
75,1,0.744659471,0,1
76,0,-0.540230459,0,0
76,1,-0.182250173,0,0
76,2,-0.327749968,1,0
76,3,-0.489074982,0,0
76,4,-0.350779734,0,0
76,5,-0.793119379,0,0
76,6,-1.996886861,0,0
76,7,-1.99037569,1,0
76,8,-2.29585744,0,0
76,9,-2.385801279,1,0
77,0,0.30021321,1,1
78,0,-1.120315593,0,0
78,1,-0.921076086,0,0
78,2,-1.336908559,0,0
78,3,-1.934131025,0,0
78,4,-2.401745008,0,0
78,5,-2.992114027,0,0
78,6,-3.669605691,0,0
78,7,-2.985744056,0,0
78,8,-3.785810028,1,0
78,9,-3.803305142,0,0
79,0,-0.276083458,0,0
79,1,-0.635603715,0,0
79,2,-1.306275044,0,0
79,3,-1.182567463,0,0
79,4,-0.947714575,0,0
79,5,-1.485345554,0,0
79,6,-2.00694692,0,0
79,7,-1.999005597,1,0
79,8,-1.869313646,1,0
79,9,-2.291288427,1,0
80,0,-0.345829974,0,0
80,1,-0.574694948,0,0
80,2,-0.299057375,0,0
80,3,0.146113516,1,0
80,4,-0.551061184,1,0
80,5,-0.162215591,1,0
80,6,-1.032503457,1,0
80,7,-0.745011661,1,0
80,8,-0.513625253,1,0
80,9,0.565515563,1,0
81,0,-0.578534262,0,0
81,1,-0.726233689,0,0
81,2,-0.707957081,0,0
81,3,-1.234572087,0,0
81,4,-1.067468274,1,0
81,5,-1.388437332,0,0
81,6,-1.842331474,1,0
81,7,-1.937914575,0,0
81,8,-1.363517835,1,0
81,9,-0.726232047,1,0
82,0,0.544919526,0,0
82,1,0.372604059,1,0
82,2,0.318156306,1,0
82,3,0.939657391,1,1
83,0,-0.174671904,0,0
83,1,-0.67775529,0,0
83,2,-0.961805874,0,0
83,3,-0.666523872,0,0
83,4,-0.649280678,0,0
83,5,-0.773108114,0,0
83,6,-1.049998518,0,0
83,7,-1.218296234,1,0
83,8,-1.8410027,1,0
83,9,-1.657068795,1,0
84,0,0.082115565,0,0
84,1,0.313037713,0,0
84,2,0.129197669,0,0
84,3,-0.012707376,0,0
84,4,0.158121382,1,0
84,5,-0.073088042,1,0
84,6,-0.416626936,1,0
84,7,-0.253836905,1,1
85,0,-0.560085463,0,0
85,1,-0.363507547,0,0
85,2,-0.205589621,0,0
85,3,-0.234344141,1,0
85,4,-1.009636745,1,0
85,5,-0.804621554,0,0
85,6,-0.329954903,1,0
85,7,-0.710668309,1,0
85,8,-1.211431402,1,0
85,9,-0.938659231,1,0
86,0,0.138593673,0,0
86,1,-0.419675666,0,0
86,2,-1.359390277,0,0
86,3,-1.072004463,0,0
86,4,-1.255597461,0,0
86,5,-0.506022355,1,0
86,6,0.276363941,1,1
87,0,-0.057314853,0,0
87,1,-0.568128643,0,0
87,2,-0.506233975,0,0
87,3,-0.454897352,0,0
87,4,-0.313627169,1,0
87,5,-1.044380935,1,0
87,6,-0.407491765,1,0
87,7,-0.730567266,1,0
87,8,-0.876223809,1,0
87,9,-1.281784418,1,0
88,0,-0.004835889,0,0
88,1,-0.254110725,0,0
88,2,0.725894828,0,0
88,3,0.490607126,0,1
89,0,0.229084969,0,0
89,1,-0.333111938,0,0
89,2,-0.177245233,0,0
89,3,-0.627984732,0,0
89,4,-0.471869788,1,0
89,5,-1.039610223,1,0
89,6,-0.43329694,1,0
89,7,-0.777087782,1,0
89,8,-1.215053759,1,0
89,9,-1.747515023,1,0
90,0,-0.851182611,0,0
90,1,-1.24264432,0,0
90,2,-1.19270055,0,0
90,3,-1.595094913,0,0
90,4,-0.797292999,0,0
90,5,-1.173109766,1,0
90,6,-1.293888346,1,0
90,7,-1.200124164,1,0
90,8,-1.644861471,1,0
90,9,-2.362111073,1,0
91,0,0.327346894,0,0
91,1,-0.11882161,0,0
91,2,-0.648631324,1,0
91,3,-0.168206464,1,0
91,4,-0.152548176,1,0
91,5,-1.542671261,1,0
91,6,-1.968954919,1,0
91,7,-1.650713269,1,0
91,8,-2.118492683,1,0
91,9,-2.542242506,1,0
92,0,0.892983016,0,0
92,1,-0.008071794,0,0
92,2,0.292513345,1,0
92,3,-0.700526497,1,0
92,4,0.099464354,1,0
92,5,0.101113928,1,0
92,6,-0.029051123,1,0
92,7,-0.623654956,1,0
92,8,-1.357567505,1,0
92,9,-1.158247812,1,0
93,0,-0.130260091,0,0
93,1,-0.573225862,0,0
93,2,-0.635431013,0,0
93,3,-1.160962396,0,0
93,4,-0.973896518,0,0
93,5,-1.555749642,1,0
93,6,-1.745221805,1,0
93,7,-2.266446489,1,0
93,8,-2.248045949,1,0
93,9,-3.321226765,1,0
94,0,-1.283957038,0,0
94,1,-1.446497978,0,0
94,2,-0.386001498,0,0
94,3,-0.379868448,1,0
94,4,-1.381728878,1,0
94,5,-0.870229824,1,0
94,6,-0.551338729,1,0
94,7,0.18974245,1,0
94,8,-0.037596661,1,0
94,9,-0.247164534,1,0
95,0,-0.777895,0,0
95,1,-0.2100438,0,0
95,2,-0.127181029,0,0
95,3,0.243248363,0,0
95,4,0.303225151,1,0
95,5,0.460639604,1,0
95,6,0.722388663,1,1
96,0,-0.845676213,0,0
96,1,-1.185693802,0,0
96,2,-2.119529438,0,0
96,3,-1.689017812,0,0
96,4,-1.876457314,0,0
96,5,-0.677048786,0,0
96,6,-0.599763824,1,0
96,7,-0.777743863,1,0
96,8,-0.643641106,1,0
96,9,-1.132326177,1,0
97,0,0.464366672,0,0
97,1,0.462924421,0,0
97,2,0.651739733,1,1
98,0,0.111408148,0,0
98,1,-0.308229396,0,0
98,2,0.003840156,0,0
98,3,-0.186129035,0,0
98,4,0.690676421,1,0
98,5,0.55153727,1,0
98,6,0.697546204,1,0
98,7,0.912368325,1,0
98,8,0.830984288,1,0
98,9,0.201171165,1,0
99,0,-0.6754846,0,0
99,1,-0.070191375,0,0
99,2,0.039394691,1,0
99,3,-0.070778663,1,1
100,0,0.967447843,0,0
100,1,-0.031721835,0,0
100,2,0.35560334,1,0
100,3,0.229736544,0,0
100,4,0.161259794,0,0
100,5,0.236538537,1,0
100,6,0.82432742,1,1
101,0,0.19283156,0,0
101,1,-0.172297092,1,0
101,2,-0.193056452,0,0
101,3,0.402549607,1,0
101,4,0.082744514,1,0
101,5,0.560543227,1,0
101,6,0.471304434,1,0
101,7,0.448259241,1,1
102,0,0.282059368,0,0
102,1,0.368015547,0,0
102,2,0.356094147,1,0
102,3,0.094416191,0,0
102,4,0.808503181,1,0
102,5,0.939302564,1,0
102,6,-0.128668517,1,1
103,0,-1.853838203,0,0
103,1,-1.905296708,0,0
103,2,-0.926722834,0,0
103,3,-0.675623051,1,0
103,4,-0.850992183,1,0
103,5,-0.852476154,1,0
103,6,-1.242173966,1,0
103,7,-1.758717487,1,0
103,8,-2.279807891,1,0
103,9,-2.977181981,1,0
104,0,-0.43662398,0,0
104,1,-0.813478651,0,0
104,2,-0.738806762,0,0
104,3,-0.437872451,1,0
104,4,-0.93294522,1,0
104,5,0.359336411,1,0
104,6,-0.102692724,1,0
104,7,-1.073323837,1,0
104,8,-0.821359808,1,0
104,9,-0.954022531,1,0
105,0,-0.242071624,0,0
105,1,0.514102271,1,0
105,2,-0.334621569,0,0
105,3,-0.261538978,0,0
105,4,-1.470676674,0,0
105,5,-0.7979769,0,0
105,6,-1.623807425,1,0
105,7,-2.042857587,0,0
105,8,-2.288852896,0,0
105,9,-2.690465551,0,0
106,0,-1.616388728,0,0
106,1,-0.810619007,0,0
106,2,-0.151651287,0,0
106,3,-0.794534824,0,0
106,4,-0.877033963,1,0
106,5,-0.75869537,0,0
106,6,-0.772840652,1,0
106,7,-1.046461907,1,0
106,8,-0.630656234,1,0
106,9,-1.426232364,1,0
107,0,-0.385123431,0,0
107,1,-0.188801974,0,0
107,2,0.607981837,0,0
107,3,0.540126954,1,0
107,4,0.645402913,1,0
107,5,0.861509773,1,0
107,6,0.881748636,1,0
107,7,0.74540271,1,0
107,8,0.827360756,1,1
108,0,0.655109668,0,0
108,1,0.125951627,1,0
108,2,-0.024998782,1,0
108,3,0.134419566,1,0
108,4,0.817304883,1,0
108,5,0.253247521,1,0
108,6,0.551737728,1,0
108,7,-0.046102296,1,0
108,8,-0.286868614,1,0
108,9,-0.809502384,1,0
109,0,-0.295854932,0,0
109,1,-0.726520941,0,0
109,2,-0.740805576,0,0
109,3,-0.222288283,0,0
109,4,-0.213389484,0,0
109,5,0.248191598,1,1
110,0,-0.228017477,0,0
110,1,-0.373560898,0,0
110,2,-0.159314604,1,0
110,3,-0.202126864,0,0
110,4,-0.456913473,0,0
110,5,-0.734250177,1,0
110,6,-0.64327697,1,0
110,7,0.259169673,1,0
110,8,0.097833705,1,0
110,9,-0.35978315,1,0
111,0,-0.128035729,0,0
111,1,0.025943248,0,0
111,2,0.196007144,1,0
111,3,0.047808887,1,0
111,4,-0.643971492,0,0
111,5,-0.877282925,1,0
111,6,-1.414937043,1,0
111,7,-1.244856977,1,0
111,8,-1.475257451,1,0
111,9,-1.343980069,1,0
112,0,-0.966569764,0,0
112,1,-0.502798222,0,0
112,2,-0.780485417,0,0
112,3,0.457838624,1,0
112,4,0.725360927,1,0
112,5,0.437272908,1,0
112,6,0.325592055,1,0
112,7,0.404715257,1,0
112,8,0.006466133,1,0
112,9,-0.534305356,1,0
113,0,0.257052591,0,0
113,1,0.0451004,0,0
113,2,-0.023238113,0,0
113,3,-0.219244254,1,0
113,4,0.032401995,1,0
113,5,-0.881675968,1,0
113,6,-0.189199149,1,0
113,7,0.026712942,1,0
113,8,0.182473068,1,0
113,9,-0.763027677,1,0
114,0,-1.048320429,0,0
114,1,-2.077190391,0,0
114,2,-2.487497724,0,0
114,3,-2.670060949,0,0
114,4,-2.252762533,0,0
114,5,-1.964616942,0,0
114,6,-1.919200199,1,0
114,7,-1.780077707,1,0
114,8,-2.014809766,1,0
114,9,-2.113139921,1,0
115,0,-0.002421241,0,0
115,1,-0.608164022,0,0
115,2,-0.697450144,0,0
115,3,-0.420161252,0,0
115,4,-1.13911422,0,0
115,5,-1.817298412,0,0
115,6,-0.901613921,0,0
115,7,-0.206494926,1,0
115,8,0.089155704,1,0
115,9,0.40648254,1,0
116,0,0.122952004,0,0
116,1,-0.032398972,0,0
116,2,0.025395877,0,0
116,3,-0.017792349,1,0
116,4,0.301250083,1,0
116,5,0.804473804,1,0
116,6,0.292040314,1,0
116,7,-0.285194609,1,0
116,8,-0.027579122,1,0
116,9,-0.802090105,1,0
117,0,-0.522935513,0,0
117,1,-1.020319869,0,0
117,2,-0.670668466,0,0
117,3,0.094952358,1,1
118,0,0.202874363,0,0
118,1,0.046396168,0,0
118,2,0.492212136,1,0
118,3,-0.099982215,0,0
118,4,-0.624560892,1,0
118,5,-0.14568613,1,0
118,6,-0.340841521,1,0
118,7,-0.211333432,1,0
118,8,-0.257882583,1,1
119,0,-0.244728006,0,0
119,1,0.016499443,1,0
119,2,0.299209962,0,0
119,3,-0.370483843,1,1
120,0,0.769966879,0,1
121,0,0.9036085,0,0
121,1,0.810177109,0,1
122,0,-0.547485044,0,0
122,1,-0.733176597,0,0
122,2,-0.159499711,1,0
122,3,0.486352166,1,0
122,4,0.513232688,1,1
123,0,0.359456994,0,0
123,1,0.221164035,0,0
123,2,0.010059089,0,0
123,3,0.49412288,1,1
124,0,-0.519964222,0,0
124,1,-1.257143043,0,0
124,2,-0.940684581,0,0
124,3,-0.102126697,0,0
124,4,-0.148660255,1,0
