id,t0,L,A,Y
30,4,D,0,0
30,5,E,1,0
30,6,E,1,0
30,7,E,1,0
30,8,E,1,0
30,9,E,1,0
31,0,D,0,0
31,1,E,1,0
31,2,E,0,0
31,3,B,1,0
31,4,A,1,1
32,0,D,0,0
32,1,A,1,0
32,2,A,1,0
32,3,D,1,1
33,0,A,0,0
33,1,D,1,0
33,2,E,1,0
33,3,E,1,0
33,4,E,0,0
33,5,E,1,1
34,0,C,0,0
34,1,E,0,0
34,2,E,1,0
34,3,E,1,0
34,4,E,1,0
34,5,E,1,0
34,6,E,1,0
34,7,E,1,0
34,8,E,1,0
34,9,E,1,0
35,0,E,0,0
35,1,E,0,0
35,2,B,1,0
35,3,E,1,0
35,4,E,1,0
35,5,E,0,0
35,6,E,1,0
35,7,E,1,0
35,8,E,1,0
35,9,E,1,0
36,0,C,0,0
36,1,E,0,0
36,2,E,1,0
36,3,E,1,1
37,0,B,0,0
37,1,E,0,0
37,2,B,1,0
37,3,A,1,0
37,4,A,1,0
37,5,D,1,1
38,0,D,0,0
38,1,B,0,0
38,2,D,1,0
38,3,E,1,0
38,4,E,1,0
38,5,E,1,0
38,6,E,1,0
38,7,E,0,0
38,8,E,1,0
38,9,E,0,0
39,0,D,0,0
39,1,E,0,0
39,2,B,1,0
39,3,A,1,0
39,4,A,1,0
39,5,D,0,0
39,6,E,0,0
39,7,E,1,0
39,8,E,1,0
39,9,E,1,0
40,0,B,0,0
40,1,B,1,0
40,2,E,1,0
40,3,E,1,0
40,4,E,1,0
40,5,E,0,0
40,6,E,1,0
40,7,E,1,1
41,0,B,0,0
41,1,B,1,0
41,2,E,0,0
41,3,E,1,0
41,4,A,1,0
41,5,D,1,0
41,6,A,1,0
41,7,E,1,0
41,8,E,1,0
41,9,E,1,0
42,0,D,0,0
42,1,B,0,0
42,2,A,1,0
42,3,A,1,0
42,4,D,1,0
42,5,E,1,0
42,6,E,1,0
42,7,E,0,0
42,8,E,1,0
42,9,E,1,0
43,0,A,0,0
43,1,A,1,0
43,2,D,1,0
43,3,E,1,0
43,4,A,1,0
43,5,D,1,1
44,0,C,0,0
44,1,E,0,0
44,2,B,1,0
44,3,D,0,0
44,4,E,0,0
44,5,E,1,0
44,6,E,0,0
44,7,E,1,0
44,8,A,1,0
44,9,D,1,0
45,0,A,0,0
45,1,D,1,0
45,2,E,0,0
45,3,E,1,0
45,4,E,1,0
45,5,E,1,0
45,6,E,1,0
45,7,E,1,1
46,0,B,0,0
46,1,A,1,0
46,2,A,0,0
46,3,D,1,0
46,4,E,1,0
46,5,E,1,1
47,0,D,0,0
47,1,B,0,0
47,2,D,1,0
47,3,B,1,0
47,4,D,1,0
47,5,E,1,1
48,0,B,0,0
48,1,A,1,0
48,2,D,1,0
48,3,A,0,0
48,4,D,1,0
48,5,E,1,0
48,6,E,1,0
48,7,E,0,0
48,8,E,1,0
48,9,E,0,0
49,0,B,0,0
49,1,A,0,0
49,2,D,1,1
50,0,D,0,0
50,1,B,0,0
50,2,A,1,0
50,3,D,1,1
51,0,D,0,0
51,1,B,1,0
51,2,E,1,0
51,3,E,1,0
51,4,E,1,0
51,5,E,1,0
51,6,E,1,0
51,7,E,1,0
51,8,E,1,0
51,9,E,1,1
52,0,D,0,0
52,1,A,0,0
52,2,D,0,0
52,3,A,0,0
52,4,D,1,0
52,5,B,1,1
53,0,D,0,0
53,1,E,0,0
53,2,E,1,0
53,3,E,1,0
53,4,E,1,1
54,0,D,0,0
54,1,B,1,0
54,2,A,1,0
54,3,D,1,0
54,4,E,1,0
54,5,E,1,0
54,6,E,1,0
54,7,E,1,0
54,8,E,1,0
54,9,E,1,0
55,0,B,0,0
55,1,A,1,0
55,2,A,1,0
55,3,D,0,0
55,4,E,1,1
56,0,C,0,0
56,1,E,0,0
56,2,E,1,0
56,3,E,0,0
56,4,E,1,0
56,5,E,1,0
56,6,E,1,0
56,7,E,1,0
56,8,E,1,0
56,9,D,1,0
57,0,A,0,0
57,1,D,1,0
57,2,E,1,0
57,3,B,1,0
57,4,E,1,0
57,5,E,0,0
57,6,E,1,0
57,7,E,1,0
57,8,E,0,0
57,9,E,1,0
58,0,B,0,0
58,1,A,1,0
58,2,D,1,0
58,3,E,1,0
58,4,E,0,0
58,5,E,1,0
58,6,A,1,0
58,7,A,0,0
58,8,D,1,0
58,9,A,1,0
59,0,D,0,0
59,1,E,1,0
59,2,B,0,0
59,3,A,0,0
59,4,D,0,0
59,5,E,1,0
59,6,E,1,0
59,7,E,0,0
59,8,E,1,0
59,9,E,1,0
60,0,A,0,0
60,1,A,1,0
60,2,D,0,0
60,3,A,0,0
60,4,D,1,0
60,5,E,0,0
60,6,A,1,0
60,7,D,1,0
60,8,E,1,0
60,9,A,1,0
61,0,A,0,0
61,1,D,1,0
61,2,B,1,0
61,3,D,0,0
61,4,E,1,0
61,5,E,1,0
61,6,E,1,0
61,7,E,1,0
61,8,E,0,0
61,9,E,1,0
62,0,D,0,0
62,1,E,0,0
62,2,E,1,0
62,3,E,1,0
62,4,E,1,0
62,5,E,1,0
62,6,E,1,0
62,7,E,1,0
62,8,E,1,0
62,9,E,1,0
63,0,C,0,0
63,1,E,0,0
63,2,E,1,0
63,3,E,1,0
63,4,E,0,0
63,5,E,1,0
63,6,E,0,0
63,7,E,1,0
63,8,E,1,0
63,9,E,1,0
64,0,D,0,0
64,1,E,0,0
64,2,E,1,0
64,3,B,0,0
64,4,D,1,0
64,5,E,1,1
65,0,D,0,0
65,1,B,0,0
65,2,E,1,1
66,0,C,0,0
66,1,E,0,0
66,2,B,1,0
66,3,E,1,1
67,0,B,0,0
67,1,B,1,0
67,2,B,1,0
67,3,A,1,0
67,4,D,1,0
67,5,E,1,0
67,6,E,1,0
67,7,E,0,0
67,8,E,1,0
67,9,E,1,0
68,0,D,0,0
68,1,B,0,0
68,2,A,1,0
68,3,D,1,0
68,4,E,1,0
68,5,E,1,0
68,6,E,0,0
68,7,E,0,0
68,8,E,1,0
68,9,E,1,0
69,0,D,0,0
69,1,B,0,0
69,2,A,0,0
69,3,D,1,0
69,4,E,0,0
69,5,E,1,0
69,6,E,1,0
69,7,E,1,0
69,8,E,1,0
69,9,E,0,0
70,0,E,0,0
70,1,B,0,0
70,2,D,0,0
70,3,E,1,0
70,4,E,1,0
70,5,E,1,0
70,6,E,1,1
71,0,C,0,0
71,1,E,0,0
71,2,E,1,0
71,3,E,1,0
71,4,E,1,0
71,5,E,1,0
71,6,E,1,0
71,7,E,1,0
71,8,E,1,0
71,9,E,1,0
72,0,C,0,0
72,1,B,0,0
72,2,D,1,0
72,3,E,0,1
73,0,C,0,0
73,1,B,1,0
73,2,A,1,0
73,3,D,1,0
73,4,E,0,0
73,5,E,1,0
73,6,E,1,0
73,7,E,1,0
73,8,E,0,0
73,9,E,1,0
74,0,D,0,0
74,1,E,1,0
74,2,B,0,0
74,3,A,1,0
74,4,D,1,0
74,5,E,1,0
74,6,A,1,0
74,7,D,1,0
74,8,E,1,0
74,9,E,1,0
75,0,C,0,0
75,1,E,0,0
75,2,B,1,0
75,3,A,0,1
76,0,D,0,0
76,1,A,0,0
76,2,E,1,1
77,0,A,0,0
77,1,E,0,0
77,2,E,1,0
77,3,B,1,0
77,4,E,1,0
77,5,E,1,0
77,6,E,1,0
77,7,E,0,0
77,8,E,0,1
78,0,D,0,0
78,1,B,0,0
78,2,A,1,0
78,3,D,1,0
78,4,E,1,0
78,5,E,0,0
78,6,E,1,0
78,7,E,1,0
78,8,E,0,0
78,9,E,0,0
79,0,B,0,0
79,1,D,0,0
79,2,A,1,0
79,3,A,1,0
79,4,A,1,0
79,5,A,1,0
79,6,E,0,0
79,7,E,1,0
79,8,E,1,0
79,9,E,1,0
80,0,D,0,0
80,1,B,0,0
80,2,D,1,1
81,0,D,0,0
81,1,B,0,0
81,2,A,1,0
81,3,A,1,0
81,4,D,0,0
81,5,E,1,0
81,6,A,1,1
82,0,D,0,0
82,1,E,1,0
82,2,E,1,0
82,3,E,1,0
82,4,B,1,0
82,5,D,1,0
82,6,E,1,1
83,0,B,0,0
83,1,B,1,0
83,2,A,1,0
83,3,A,1,0
83,4,D,1,0
83,5,D,1,0
83,6,E,1,0
83,7,E,1,0
83,8,E,0,0
83,9,E,0,0
84,0,D,0,0
84,1,B,0,0
84,2,A,0,0
84,3,A,0,0
84,4,A,1,0
84,5,D,0,0
84,6,E,1,0
84,7,E,0,0
84,8,E,1,0
84,9,E,1,0
85,0,C,0,0
85,1,E,0,0
85,2,A,1,0
85,3,D,1,0
85,4,A,1,0
85,5,A,1,0
85,6,D,1,0
85,7,E,1,0
85,8,E,1,1
86,0,D,0,0
86,1,E,0,0
86,2,E,1,0
86,3,E,0,0
86,4,E,1,0
86,5,E,0,0
86,6,E,1,0
86,7,E,0,0
86,8,E,1,0
86,9,A,1,0
87,0,C,0,0
87,1,B,0,0
87,2,D,1,0
87,3,E,0,0
87,4,A,1,0
87,5,A,1,0
87,6,D,1,0
87,7,E,1,0
87,8,E,1,0
87,9,E,1,1
88,0,A,0,1
89,0,D,0,0
89,1,E,1,0
89,2,E,1,0
89,3,B,1,0
89,4,A,1,0
89,5,D,0,0
89,6,E,1,0
89,7,E,1,0
89,8,E,1,0
89,9,A,1,0
90,0,C,0,0
90,1,E,1,0
90,2,E,0,0
90,3,E,1,0
90,4,E,1,0
90,5,A,1,0
90,6,D,1,0
90,7,E,1,0
90,8,E,1,0
90,9,E,1,0
91,0,D,0,0
91,1,E,0,0
91,2,B,1,0
91,3,D,1,1
92,0,B,0,0
92,1,D,1,0
92,2,B,0,0
92,3,D,1,0
92,4,E,1,0
92,5,E,1,0
92,6,E,1,0
92,7,E,1,0
92,8,E,1,0
92,9,E,1,0
93,0,C,0,0
93,1,E,0,0
93,2,E,1,0
93,3,E,1,0
93,4,B,0,0
93,5,A,1,0
93,6,E,1,0
93,7,E,1,0
93,8,E,1,0
93,9,E,1,0
94,0,D,0,0
94,1,B,0,0
94,2,A,1,0
94,3,D,0,0
94,4,A,1,0
94,5,D,1,0
94,6,E,1,0
94,7,A,0,0
94,8,A,1,0
94,9,D,1,0
95,0,A,0,0
95,1,D,0,0
95,2,E,1,0
95,3,E,1,0
95,4,E,1,0
95,5,E,1,0
95,6,E,1,0
95,7,E,1,0
95,8,E,1,0
95,9,E,1,0
96,0,D,0,0
96,1,B,0,0
96,2,E,1,0
96,3,E,1,0
96,4,E,0,0
96,5,E,0,0
96,6,E,1,0
96,7,E,1,0
96,8,E,0,0
96,9,E,0,0
97,0,D,0,0
97,1,B,0,0
97,2,E,1,0
97,3,A,0,0
97,4,D,0,0
97,5,A,1,0
97,6,D,1,0
97,7,E,1,0
97,8,E,0,0
97,9,E,1,0
98,0,E,0,0
98,1,B,0,0
98,2,D,1,0
98,3,B,1,0
98,4,E,1,0
98,5,E,0,0
98,6,E,1,0
98,7,E,0,0
98,8,E,1,0
98,9,E,1,0
99,0,A,0,0
99,1,A,1,0
99,2,D,1,0
99,3,E,1,0
99,4,A,0,0
99,5,D,0,0
99,6,E,1,0
99,7,E,1,0
99,8,E,0,0
99,9,E,1,0
100,0,C,0,0
100,1,A,0,0
100,2,D,0,0
100,3,E,1,0
100,4,E,1,0
100,5,E,1,0
100,6,E,1,0
100,7,E,1,0
100,8,E,1,0
100,9,E,1,0
101,0,C,0,0
101,1,E,1,0
101,2,B,0,0
101,3,E,1,0
101,4,E,1,0
101,5,E,1,0
101,6,E,1,0
101,7,E,1,0
101,8,E,1,0
101,9,E,1,0
102,0,D,0,0
102,1,E,1,0
102,2,E,1,0
102,3,E,1,0
102,4,E,1,0
102,5,E,1,0
102,6,E,1,0
102,7,E,0,0
102,8,E,1,0
102,9,E,1,0
103,0,B,0,0
103,1,C,1,0
103,2,E,1,0
103,3,E,1,1
104,0,D,0,0
104,1,B,0,0
104,2,D,1,0
104,3,E,1,0
104,4,E,1,1
105,0,D,0,0
105,1,B,0,0
105,2,B,1,0
105,3,E,1,0
105,4,A,1,0
105,5,D,1,0
105,6,E,0,0
105,7,E,0,0
105,8,E,1,0
105,9,E,1,0
106,0,C,0,0
106,1,E,0,0
106,2,E,1,0
106,3,E,1,0
106,4,E,0,0
106,5,A,1,0
106,6,D,1,0
106,7,E,0,0
106,8,E,1,0
106,9,E,1,0
107,0,A,0,0
107,1,D,0,0
107,2,E,1,0
107,3,E,1,0
107,4,E,1,0
107,5,E,0,0
107,6,E,1,0
107,7,E,0,0
107,8,E,1,0
107,9,E,1,1
108,0,D,0,0
108,1,E,0,0
108,2,A,1,0
108,3,A,0,0
108,4,D,1,0
108,5,E,1,0
108,6,E,0,0
108,7,E,1,0
108,8,E,1,1
109,0,B,0,0
109,1,D,0,0
109,2,E,1,0
109,3,E,1,0
109,4,E,1,0
109,5,E,0,0
109,6,E,1,1
110,0,A,0,0
110,1,D,1,0
110,2,E,1,0
110,3,E,0,0
110,4,E,1,0
110,5,E,1,0
110,6,E,1,0
110,7,E,1,0
110,8,E,0,0
110,9,E,1,0
111,0,A,0,0
111,1,D,1,0
111,2,E,1,0
111,3,E,1,0
111,4,E,0,0
111,5,E,1,0
111,6,E,0,0
111,7,E,1,0
111,8,E,1,0
111,9,E,1,0
112,0,A,0,0
112,1,C,0,0
112,2,E,1,0
112,3,E,1,0
112,4,E,1,0
112,5,E,1,0
112,6,E,1,0
112,7,E,1,0
112,8,E,1,0
112,9,A,1,0
113,0,E,0,0
113,1,B,0,0
113,2,B,0,0
113,3,A,1,0
113,4,A,1,0
113,5,E,0,1
114,0,A,0,0
114,1,D,0,0
114,2,A,1,0
114,3,E,1,0
114,4,E,1,0
114,5,E,1,0
114,6,E,1,0
114,7,E,1,0
114,8,A,1,0
114,9,D,1,0
115,0,D,0,0
115,1,B,0,0
115,2,E,1,0
115,3,E,1,0
115,4,A,1,0
115,5,E,1,0
115,6,E,1,1
116,0,A,0,0
116,1,A,0,0
116,2,A,1,0
116,3,A,1,0
116,4,D,1,0
116,5,E,0,0
116,6,E,1,0
116,7,E,0,0
116,8,E,1,0
116,9,A,0,0
117,0,D,0,0
117,1,E,1,0
117,2,E,1,0
117,3,E,1,0
117,4,E,1,0
117,5,A,1,0
117,6,D,1,0
117,7,E,0,0
117,8,E,1,0
117,9,E,1,0
118,0,A,0,0
118,1,D,0,0
118,2,E,1,0
118,3,E,1,0
118,4,E,1,0
118,5,E,1,1
119,0,C,0,0
119,1,B,0,0
119,2,D,0,0
119,3,E,1,0
119,4,E,0,0
119,5,E,1,0
119,6,E,1,0
119,7,E,1,0
119,8,A,0,0
119,9,D,1,0
120,0,B,0,1
121,0,C,0,0
121,1,B,0,0
121,2,D,1,0
121,3,E,1,0
121,4,E,0,0
121,5,E,1,0
121,6,E,1,0
121,7,E,1,0
121,8,E,1,1
122,0,A,0,0
122,1,C,1,0
122,2,E,0,0
122,3,B,1,0
122,4,E,1,0
122,5,E,1,0
122,6,E,1,0
122,7,A,1,0
122,8,D,1,0
122,9,E,1,0
123,0,A,0,0
123,1,E,0,0
123,2,B,0,0
123,3,A,1,0
123,4,A,1,0
123,5,A,1,1
124,0,A,0,0
124,1,A,0,0
124,2,D,1,0
124,3,E,1,0
124,4,E,1,0
124,5,E,1,0
124,6,E,1,0
124,7,E,1,0
124,8,E,1,0
124,9,E,1,0
125,0,D,0,0
125,1,E,0,0
125,2,E,1,0
125,3,E,0,0
125,4,E,1,0
125,5,E,1,0
125,6,E,0,0
125,7,E,1,0
125,8,E,1,0
125,9,E,1,0
126,0,C,0,0
126,1,B,1,0
126,2,E,0,0
126,3,E,1,0
126,4,E,1,0
126,5,E,0,0
126,6,E,1,0
126,7,E,1,0
126,8,A,1,0
126,9,A,1,0
127,0,C,0,0
127,1,B,1,0
127,2,D,1,0
127,3,E,1,0
127,4,B,1,0
127,5,A,1,0
127,6,D,1,0
127,7,E,1,0
127,8,E,1,1
128,0,B,0,0
128,1,A,1,0
128,2,A,1,0
128,3,D,1,0
128,4,E,1,0
128,5,E,1,0
128,6,E,1,0
128,7,E,1,0
128,8,E,0,0
128,9,E,1,0
129,0,D,0,0
129,1,B,1,0
129,2,D,0,0
129,3,A,1,0
129,4,D,1,0
129,5,A,1,0
129,6,A,1,0
129,7,D,0,0
129,8,A,1,0
129,9,D,1,0
130,0,D,0,0
130,1,B,0,0
130,2,D,1,0
130,3,E,1,1
131,0,D,0,0
131,1,B,0,0
131,2,A,1,0
131,3,D,1,0
131,4,E,1,0
131,5,E,0,0
131,6,E,0,0
131,7,A,0,0
131,8,A,0,0
131,9,A,1,0
132,0,A,0,0
132,1,D,0,0
132,2,E,1,0
132,3,E,1,0
132,4,E,1,0
132,5,E,0,0
132,6,E,1,0
132,7,E,0,0
132,8,E,0,0
132,9,E,0,0
133,0,D,0,0
133,1,B,0,0
133,2,B,1,0
133,3,D,1,0
133,4,E,1,0
133,5,E,1,1
134,0,B,0,0
134,1,E,0,0
134,2,E,1,0
134,3,E,1,0
134,4,E,1,0
134,5,E,0,0
134,6,E,1,0
134,7,E,1,0
134,8,E,1,0
134,9,E,0,0
135,0,A,0,0
135,1,A,0,1
136,0,D,0,0
136,1,E,1,1
137,0,B,0,0
137,1,E,0,0
137,2,E,1,0
137,3,E,1,0
137,4,A,1,0
137,5,D,0,0
137,6,E,1,0
137,7,E,1,0
137,8,E,1,0
137,9,E,1,0
138,0,B,0,0
138,1,A,0,0
138,2,A,1,0
138,3,D,0,0
138,4,E,1,0
138,5,E,1,0
138,6,E,1,0
138,7,E,1,0
138,8,E,0,0
138,9,E,0,0
139,0,D,0,0
139,1,B,0,0
139,2,A,0,0
139,3,E,0,0
139,4,E,0,0
139,5,E,0,0
139,6,E,1,0
139,7,E,0,0
139,8,E,1,0
139,9,E,1,0
140,0,C,0,0
140,1,B,0,0
140,2,A,1,0
140,3,D,1,0
140,4,A,0,0
140,5,D,1,0
140,6,E,1,0
140,7,E,1,0
140,8,E,1,0
140,9,E,1,0
141,0,D,0,0
141,1,B,0,0
141,2,A,1,0
141,3,D,0,1
142,0,D,0,0
142,1,E,0,0
142,2,E,1,0
142,3,E,1,0
142,4,E,0,0
142,5,E,1,0
142,6,E,1,0
142,7,E,1,0
142,8,E,0,1
143,0,C,0,0
143,1,D,0,0
143,2,E,1,0
143,3,E,1,0
143,4,E,1,0
143,5,E,1,0
143,6,E,1,0
143,7,A,1,0
143,8,E,1,0
143,9,A,1,0
144,0,A,0,0
144,1,D,0,0
144,2,B,1,0
144,3,D,1,0
144,4,E,1,0
144,5,E,1,1
145,0,D,0,0
145,1,B,1,1
146,0,D,0,0
146,1,E,1,0
146,2,E,0,0
146,3,B,0,0
146,4,E,1,0
146,5,E,1,0
146,6,E,1,0
146,7,E,1,0
146,8,E,1,0
146,9,E,0,0
147,0,C,0,0
147,1,B,1,0
147,2,B,1,0
147,3,A,1,0
147,4,A,1,0
147,5,D,1,1
148,0,A,0,0
148,1,B,1,1
149,0,A,0,1
150,0,A,0,0
150,1,D,0,0
150,2,B,1,0
150,3,E,1,0
150,4,E,1,0
150,5,E,1,0
150,6,E,1,0
150,7,E,1,0
150,8,E,1,0
150,9,E,1,0
151,0,C,0,0
151,1,A,0,0
151,2,D,1,0
151,3,E,1,0
151,4,E,1,0
151,5,E,1,0
151,6,E,1,0
151,7,E,1,0
151,8,E,1,0
151,9,E,0,0
152,0,C,0,0
152,1,E,1,0
152,2,E,1,0
152,3,E,1,0
152,4,E,0,0
152,5,E,1,0
152,6,E,1,0
152,7,E,1,0
152,8,E,1,0
152,9,E,1,0
153,0,B,0,0
153,1,B,1,0
153,2,A,1,0
153,3,D,1,0
153,4,E,1,0
153,5,E,1,0
153,6,E,1,0
153,7,E,0,0
153,8,E,0,0
153,9,E,0,0
154,0,D,0,0
154,1,E,1,0
154,2,E,0,0
154,3,E,1,0
154,4,E,1,0
154,5,E,1,0
154,6,E,1,0
154,7,E,1,0
154,8,E,1,0
154,9,E,1,0
155,0,C,0,0
155,1,B,0,0
155,2,D,1,0
155,3,E,0,0
155,4,E,1,0
155,5,E,0,0
155,6,E,1,0
155,7,E,0,0
155,8,E,1,0
155,9,A,1,0
156,0,A,0,0
156,1,D,1,0
156,2,B,1,0
156,3,E,1,0
156,4,E,1,0
156,5,E,0,0
156,6,E,1,0
156,7,E,1,0
156,8,E,1,0
156,9,E,1,0
157,0,D,0,0
157,1,B,0,0
157,2,B,1,1
158,0,A,0,0
158,1,D,0,0
158,2,E,1,0
158,3,E,1,0
158,4,E,1,0
158,5,E,1,0
158,6,E,1,0
158,7,E,1,0
158,8,E,1,0
158,9,E,1,0
159,0,C,0,0
159,1,B,1,0
159,2,A,0,0
159,3,E,0,0
159,4,E,0,0
159,5,E,1,0
159,6,E,1,0
159,7,E,1,0
159,8,E,1,0
159,9,E,1,0
160,0,B,0,1
161,0,D,0,0
161,1,B,0,0
161,2,A,1,0
161,3,D,1,0
161,4,E,1,0
161,5,B,1,0
161,6,E,1,0
161,7,E,1,0
161,8,E,1,0
161,9,E,1,0
162,0,E,0,0
162,1,E,0,0
162,2,E,1,1
163,0,B,0,0
163,1,A,0,0
163,2,D,1,0
163,3,E,0,0
163,4,E,0,0
163,5,E,1,0
163,6,E,1,0
163,7,E,1,0
163,8,A,1,0
163,9,A,1,0
164,0,D,0,0
164,1,E,1,1
165,0,D,0,1
166,0,A,0,1
167,0,B,0,0
167,1,C,1,0
167,2,E,1,0
167,3,E,0,0
167,4,E,1,0
167,5,E,1,0
167,6,A,0,0
167,7,A,0,0
167,8,E,1,0
167,9,E,0,0
168,0,D,0,0
168,1,A,1,0
168,2,A,1,0
168,3,A,1,0
168,4,D,1,0
168,5,E,1,0
168,6,E,1,0
168,7,E,0,0
168,8,E,0,0
168,9,E,1,0
169,0,D,0,0
169,1,E,1,0
169,2,E,1,0
169,3,E,1,0
169,4,E,1,0
169,5,E,0,0
169,6,E,1,0
169,7,E,1,0
169,8,E,0,0
169,9,E,1,0
170,0,D,0,0
170,1,B,1,0
170,2,D,1,0
170,3,E,1,0
170,4,E,0,0
170,5,E,1,0
170,6,E,1,0
170,7,E,1,0
170,8,E,1,0
170,9,E,1,0
171,0,D,0,0
171,1,B,1,0
171,2,E,1,0
171,3,E,1,0
171,4,E,1,0
171,5,E,1,0
171,6,E,0,0
171,7,E,1,1
172,0,D,0,0
172,1,E,0,0
172,2,E,1,0
172,3,E,1,0
172,4,E,0,0
172,5,E,1,0
172,6,E,1,0
172,7,E,1,0
172,8,E,1,0
172,9,E,1,0
173,0,C,0,0
173,1,E,0,0
173,2,B,1,0
173,3,A,1,0
173,4,D,0,0
173,5,E,1,0
173,6,E,1,0
173,7,A,1,0
173,8,D,1,0
173,9,A,1,0
174,0,B,0,0
174,1,D,1,0
174,2,E,1,1
175,0,A,0,0
175,1,A,1,0
175,2,A,1,0
175,3,A,1,0
175,4,E,1,0
175,5,E,1,0
175,6,E,1,0
175,7,E,1,0
175,8,E,1,0
175,9,E,1,0
176,0,A,0,0
176,1,D,0,0
176,2,D,1,0
176,3,E,1,0
176,4,E,1,0
176,5,E,0,0
