id,t0,L1,L2,L3,A,Y
31,4,0,-0.902536824,6,1,0
31,5,0,-0.662360687,6,0,0
31,6,0,1.019539078,6,1,0
32,0,0,1.052730612,8,0,0
32,1,0,1.051794482,8,1,0
32,2,0,-1.024879277,8,0,1
33,0,1,0.997344583,8,1,0
33,1,0,-0.895086532,8,1,0
33,2,1,-1.024529808,8,1,0
33,3,1,-0.965876605,8,1,0
33,4,0,-0.863617695,8,1,1
34,0,1,0.992540477,9,1,0
34,1,0,-0.963959705,9,1,0
34,2,0,-0.917925053,9,1,0
34,3,1,-1.006689013,9,1,1
35,0,1,0.913665521,10,0,0
35,1,0,0.920796863,10,1,0
35,2,0,-0.852033289,10,1,0
35,3,1,-0.871203719,10,1,0
35,4,0,-1.036702167,10,0,0
35,5,1,0.91173188,10,0,0
35,6,1,1.210619265,10,0,0
36,0,0,0.986797397,6,1,0
36,1,0,-1.066269778,6,1,0
36,2,0,-0.895631357,6,1,0
36,3,1,-1.098364866,6,1,0
36,4,0,-1.050520696,6,1,0
36,5,0,-1.011035249,6,1,0
36,6,0,-1.005212773,6,1,0
37,0,1,0.911944809,8,1,0
37,1,0,-1.042212254,8,1,0
37,2,0,-1.177696118,8,1,0
37,3,0,-0.863030005,8,0,0
37,4,1,1.150545128,8,1,0
37,5,0,-1.00576554,8,1,0
37,6,0,-1.030652857,8,1,0
38,0,0,1.084222065,9,1,0
38,1,0,-1.085505039,9,1,0
38,2,1,-0.966006573,9,1,0
38,3,0,-0.935372122,9,1,0
38,4,1,-1.023207668,9,1,0
38,5,1,-1.226174596,9,1,0
38,6,0,-0.99366865,9,0,0
39,0,0,1.073054037,8,1,0
39,1,0,-1.250112326,8,1,0
39,2,0,-0.954011953,8,1,0
39,3,0,-1.121476753,8,1,1
40,0,1,1.055823741,10,1,0
40,1,0,-1.136383824,10,0,0
40,2,0,1.075967463,10,0,0
40,3,1,0.973806742,10,1,0
40,4,1,-0.945365115,10,1,0
40,5,0,-1.179374317,10,0,0
40,6,1,1.15856234,10,1,0
41,0,1,1.058180368,5,0,0
41,1,1,0.936684059,5,1,0
41,2,1,-1.055212279,5,1,0
41,3,0,-0.845328124,5,0,0
41,4,1,0.940322891,5,0,0
41,5,1,1.035171625,5,1,0
41,6,0,-1.082841893,5,1,0
42,0,0,1.029706497,10,1,0
42,1,1,-0.972063381,10,1,0
42,2,0,-1.072988169,10,1,0
42,3,0,-0.89237567,10,1,0
42,4,1,-0.933593136,10,0,0
42,5,1,1.206613915,10,0,0
42,6,1,0.918716578,10,0,0
43,0,1,1.03037915,8,1,0
43,1,0,-0.953158391,8,1,0
43,2,0,-0.924624205,8,1,0
43,3,0,-1.005611823,8,1,0
43,4,0,-0.99652477,8,0,0
43,5,0,0.911260722,8,1,0
43,6,1,-1.112142754,8,1,0
44,0,1,0.923194397,6,0,0
44,1,1,1.120139837,6,1,0
44,2,0,-0.898653212,6,1,0
44,3,1,-1.121790755,6,0,0
44,4,0,1.072659736,6,0,0
44,5,1,0.993043368,6,1,0
44,6,0,-1.138134912,6,1,0
45,0,0,0.999886489,8,1,0
45,1,0,-1.007350851,8,1,0
45,2,0,-1.028769221,8,1,0
45,3,0,-1.155777011,8,1,0
45,4,0,-1.011434804,8,1,0
45,5,0,-0.908124082,8,1,0
45,6,0,-0.974270257,8,0,0
46,0,0,0.988003054,6,1,1
47,0,1,1.037842174,8,0,0
47,1,1,1.120433084,8,1,0
47,2,0,-0.978757359,8,1,0
47,3,0,-0.944662809,8,0,0
47,4,1,1.076801144,8,0,0
47,5,0,0.98395798,8,1,0
47,6,0,-0.734608019,8,0,0
48,0,0,0.954285867,9,1,0
48,1,1,-0.789878958,9,1,0
48,2,0,-0.941224108,9,1,0
48,3,1,-0.938187566,9,0,0
48,4,1,0.900454946,9,1,0
48,5,0,-0.946771826,9,1,0
48,6,0,-1.169462046,9,1,1
49,0,1,1.043907013,10,1,0
49,1,0,-1.105113301,10,1,0
49,2,1,-0.923431873,10,0,0
49,3,0,0.970417865,10,1,0
49,4,0,-0.976132785,10,1,0
49,5,0,-0.915047803,10,1,0
49,6,0,-0.802647391,10,1,0
50,0,1,0.918991981,7,1,0
50,1,1,-0.935827129,7,1,0
50,2,0,-0.881498974,7,1,0
50,3,1,-1.153279925,7,0,0
50,4,0,0.821464726,7,1,0
50,5,0,-0.98136464,7,0,0
50,6,1,0.907024353,7,0,0
51,0,1,1.05748274,10,1,0
51,1,0,-1.050528075,10,0,0
51,2,0,1.083398957,10,1,0
51,3,0,-1.068613605,10,0,1
52,0,1,0.997030874,5,1,0
52,1,0,-0.978408615,5,0,0
52,2,0,1.080376129,5,1,0
52,3,1,-1.181701877,5,1,0
52,4,0,-1.01576362,5,1,0
52,5,0,-1.078104436,5,1,0
52,6,1,-1.060928643,5,1,0
53,0,0,0.896677716,10,0,0
53,1,0,1.057056919,10,1,0
53,2,0,-1.036324414,10,1,0
53,3,0,-0.8924613,10,0,0
53,4,1,0.855016695,10,1,0
53,5,0,-1.059364896,10,0,0
53,6,0,1.079368547,10,1,0
54,0,1,0.871164395,9,1,0
54,1,0,-0.973232243,9,0,0
54,2,1,0.887714382,9,1,0
54,3,1,-0.940218647,9,0,0
54,4,1,1.025368804,9,0,0
54,5,1,1.097525057,9,0,0
54,6,1,0.953434348,9,1,0
55,0,1,0.947316005,7,1,0
55,1,1,-1.131396935,7,0,0
55,2,1,0.868161655,7,1,0
55,3,0,-1.05937064,7,1,0
55,4,0,-0.928120977,7,1,0
55,5,1,-1.131380328,7,0,0
55,6,0,0.912845775,7,0,0
56,0,1,0.929860008,9,1,0
56,1,1,-1.109753887,9,1,0
56,2,1,-1.127180033,9,1,0
56,3,0,-0.783728109,9,0,1
57,0,1,1.211867143,6,1,0
57,1,1,-1.005098867,6,1,0
57,2,0,-1.041033643,6,0,0
57,3,1,1.074687,6,0,0
57,4,1,1.199088416,6,1,0
57,5,0,-1.109046267,6,0,0
57,6,1,0.896215355,6,1,0
58,0,1,1.045501617,6,0,0
58,1,1,0.851987459,6,0,0
58,2,1,1.06311157,6,1,0
58,3,1,-1.066011229,6,0,0
58,4,0,1.108535944,6,0,0
58,5,1,0.989201526,6,1,0
58,6,1,-1.123337019,6,1,0
59,0,1,0.829173187,9,1,0
59,1,0,-1.101372304,9,0,1
60,0,0,0.924199291,7,0,0
60,1,0,0.937566381,7,0,0
60,2,1,1.109461522,7,1,0
60,3,0,-1.113205686,7,0,1
61,0,0,1.169125474,5,0,0
61,1,1,1.058621873,5,0,0
61,2,1,1.054058034,5,1,0
61,3,0,-1.160488608,5,1,0
61,4,1,-0.949982332,5,0,0
61,5,0,0.933732668,5,1,0
61,6,0,-1.036128484,5,1,0
62,0,1,1.13576435,6,1,0
62,1,0,-0.975661022,6,1,0
62,2,1,-1.204089186,6,0,0
62,3,1,0.93515373,6,0,0
62,4,0,0.859401693,6,1,0
62,5,0,-0.959552484,6,1,1
63,0,1,0.988608487,7,1,0
63,1,1,-1.033171797,7,1,0
63,2,0,-0.973526854,7,1,0
63,3,1,-1.09999518,7,1,0
63,4,0,-1.090133717,7,0,0
63,5,0,0.774136512,7,0,0
63,6,0,1.075767688,7,0,1
64,0,0,0.994676616,5,1,0
64,1,0,-0.981130872,5,0,0
64,2,1,0.943763303,5,1,0
64,3,1,-1.076829964,5,1,0
64,4,1,-1.023659128,5,0,0
64,5,0,1.050006638,5,1,1
65,0,0,1.101654155,5,0,0
65,1,1,0.974957884,5,1,0
65,2,0,-0.897448092,5,0,0
65,3,0,1.008825314,5,1,0
65,4,0,-1.051496797,5,0,0
65,5,1,0.842980443,5,1,0
65,6,1,-1.027656251,5,1,0
66,0,0,0.976472285,7,0,0
66,1,1,1.035418296,7,1,0
66,2,1,-0.975751959,7,1,0
66,3,0,-1.170343709,7,0,1
67,0,0,0.890244784,8,1,0
67,1,0,-1.052358283,8,0,1
68,0,0,1.047545258,5,1,0
68,1,0,-0.939256494,5,0,0
68,2,1,0.989043257,5,1,0
68,3,0,-0.992167952,5,1,0
68,4,0,-0.937862163,5,1,0
68,5,1,-1.135415316,5,1,0
68,6,0,-1.099006117,5,1,0
69,0,0,0.923399396,7,1,0
69,1,1,-0.972171644,7,0,0
69,2,1,1.101023911,7,0,0
69,3,1,0.90949801,7,0,0
69,4,0,1.096065595,7,1,0
69,5,0,-1.097867823,7,1,0
69,6,1,-1.045772067,7,0,0
70,0,1,1.05828649,5,1,0
70,1,1,-1.013525685,5,1,0
70,2,0,-0.849905336,5,1,0
70,3,0,-0.891442223,5,1,0
70,4,0,-1.04821832,5,1,0
70,5,0,-1.027671567,5,1,0
70,6,0,-0.966659458,5,1,0
71,0,0,1.006991521,7,0,0
71,1,1,0.992315768,7,1,0
71,2,0,-0.965226835,7,1,0
71,3,0,-1.039637676,7,1,0
71,4,0,-0.829203201,7,0,0
71,5,0,1.001248399,7,1,0
71,6,0,-1.013443337,7,1,0
72,0,0,0.910142438,9,1,0
72,1,0,-1.179864912,9,1,0
72,2,0,-0.989999016,9,1,0
72,3,0,-0.866413247,9,0,0
72,4,0,1.0368042,9,1,0
72,5,0,-0.999511548,9,1,0
72,6,1,-0.858720724,9,1,0
73,0,0,0.987951673,6,1,0
73,1,0,-0.951327203,6,0,0
73,2,1,0.923754332,6,1,0
73,3,1,-1.116540002,6,1,0
73,4,0,-0.888407089,6,1,0
73,5,1,-0.898533309,6,1,0
73,6,1,-1.027876023,6,1,0
74,0,1,0.947307175,7,1,0
74,1,0,-0.948477652,7,1,0
74,2,1,-1.080130848,7,1,0
74,3,1,-0.906992693,7,1,0
74,4,0,-1.019344964,7,1,0
74,5,1,-0.926931021,7,1,1
75,0,1,0.968401572,8,1,0
75,1,0,-1.040463053,8,1,0
75,2,0,-0.953112389,8,1,0
75,3,0,-1.027401791,8,1,0
75,4,0,-0.843365952,8,1,0
75,5,1,-1.003002688,8,1,0
75,6,0,-1.017559338,8,0,0
76,0,0,0.915641798,10,0,0
76,1,0,0.870811122,10,1,0
76,2,0,-1.00174831,10,0,0
76,3,1,0.98145452,10,1,0
76,4,0,-1.010935067,10,0,0
76,5,1,1.100612016,10,1,0
76,6,1,-1.034897893,10,0,0
77,0,0,1.0692891,10,0,1
78,0,0,1.055383004,7,1,0
78,1,1,-0.948588782,7,1,0
78,2,1,-1.084736622,7,1,0
78,3,0,-1.028936567,7,1,0
78,4,0,-1.064222261,7,0,1
79,0,0,0.787996735,9,1,0
79,1,1,-0.987225213,9,1,0
79,2,1,-1.042060351,9,0,0
79,3,1,0.859796391,9,1,0
79,4,0,-1.22804556,9,1,0
79,5,0,-1.088974643,9,0,0
79,6,0,1.017411114,9,0,0
80,0,1,1.241246896,5,1,0
80,1,0,-0.753742417,5,0,1
81,0,1,0.935811591,10,0,0
81,1,1,0.820508246,10,1,0
81,2,0,-1.119599287,10,1,0
81,3,0,-0.977872291,10,1,0
81,4,0,-0.965141454,10,1,0
81,5,0,-0.997228048,10,1,0
81,6,0,-0.841683628,10,1,0
82,0,0,1.148848802,6,0,0
82,1,0,0.891484961,6,1,0
82,2,0,-0.984661279,6,1,1
83,0,0,0.88626826,10,1,0
83,1,0,-0.962612505,10,1,0
83,2,0,-1.12846123,10,0,0
83,3,0,1.033504722,10,1,0
83,4,1,-0.96892247,10,1,0
83,5,0,-0.867192145,10,0,0
83,6,1,1.065650774,10,1,0
84,0,0,0.991772286,7,1,1
85,0,0,0.77961747,6,0,1
86,0,1,0.988081548,5,1,0
86,1,1,-1.119518934,5,1,0
86,2,0,-0.92754378,5,1,0
86,3,0,-0.846004398,5,1,1
87,0,0,1.207285707,5,1,0
87,1,0,-1.030450189,5,1,0
87,2,0,-1.018489112,5,0,0
87,3,1,0.881886693,5,1,0
87,4,0,-0.99778543,5,1,0
87,5,1,-1.024479228,5,1,1
88,0,0,1.098126766,7,1,0
88,1,1,-1.157829284,7,0,0
88,2,1,0.849886112,7,0,0
88,3,1,0.999215221,7,0,0
88,4,1,0.930800027,7,0,0
88,5,0,1.031834366,7,0,0
88,6,1,1.08006247,7,1,0
89,0,0,0.87782278,6,1,0
89,1,1,-1.150267528,6,1,0
89,2,0,-0.897557235,6,0,0
89,3,0,0.822170073,6,0,1
90,0,0,0.9646678,7,1,0
90,1,0,-0.926221511,7,0,0
90,2,1,0.957407599,7,0,0
90,3,1,1.045104998,7,0,0
90,4,1,1.062810774,7,1,0
90,5,0,-1.017604651,7,0,0
90,6,1,1.073662624,7,0,0
91,0,1,1.255802118,7,0,0
91,1,1,0.947429853,7,1,0
91,2,0,-0.830672704,7,0,0
91,3,1,1.00164109,7,1,0
91,4,0,-0.731167042,7,1,0
91,5,0,-0.800906337,7,0,1
92,0,0,0.996400483,8,0,1
93,0,1,0.991909366,6,1,0
93,1,0,-0.952943839,6,1,0
93,2,0,-0.979066808,6,1,0
93,3,0,-0.988222992,6,1,0
93,4,0,-0.804038516,6,0,1
94,0,0,0.974972107,5,1,0
94,1,0,-1.038930005,5,1,0
94,2,0,-1.018928172,5,0,0
94,3,1,1.006741743,5,0,0
94,4,1,1.185482089,5,1,0
94,5,1,-0.983934067,5,1,0
94,6,0,-0.887911364,5,1,0
95,0,1,0.85600821,7,1,0
95,1,1,-1.066909692,7,1,0
95,2,0,-1.067931005,7,0,0
95,3,1,0.820122853,7,1,0
95,4,0,-1.039207306,7,0,0
95,5,1,1.123681773,7,1,0
95,6,0,-0.952261538,7,1,0
96,0,0,1.048842879,10,0,0
96,1,1,1.092600425,10,1,0
96,2,0,-1.145297968,10,1,0
96,3,0,-1.083949958,10,0,0
96,4,1,1.199180635,10,1,0
96,5,1,-0.967948471,10,1,0
96,6,1,-0.961138666,10,0,0
97,0,1,0.98300611,8,0,0
97,1,0,0.91385615,8,1,0
97,2,0,-0.987317296,8,0,1
98,0,0,0.949800164,10,1,0
98,1,0,-1.019030718,10,1,0
98,2,1,-1.048087913,10,0,0
98,3,0,1.049317702,10,1,0
98,4,1,-1.14907398,10,1,0
98,5,0,-1.087254093,10,1,0
98,6,0,-1.053958374,10,1,0
99,0,1,1.133855687,5,0,1
100,0,0,0.796216011,10,0,0
100,1,1,1.224823131,10,1,0
100,2,0,-0.886442387,10,1,0
100,3,1,-0.950015726,10,1,0
100,4,0,-1.100692562,10,1,0
100,5,0,-1.012534558,10,1,0
100,6,0,-0.98683452,10,1,0
101,0,0,0.99844102,9,1,0
101,1,1,-1.179302621,9,0,0
101,2,1,1.112186667,9,1,0
101,3,0,-1.066526117,9,1,0
101,4,0,-1.001895894,9,0,1
102,0,0,0.966128878,9,1,0
102,1,0,-1.067764367,9,1,0
102,2,1,-0.928727248,9,0,1
103,0,0,0.915786593,9,1,0
103,1,0,-0.897784937,9,1,0
103,2,0,-0.914325382,9,1,0
103,3,0,-0.946273389,9,1,0
103,4,0,-1.004946126,9,1,0
103,5,0,-0.963969498,9,1,0
103,6,0,-1.015137716,9,1,0
104,0,0,0.961048815,5,1,0
104,1,0,-0.90009245,5,1,0
104,2,0,-0.934172083,5,0,0
104,3,1,1.071802782,5,0,0
104,4,1,0.999229217,5,1,0
104,5,0,-1.111168978,5,0,0
104,6,0,1.097873859,5,1,0
105,0,0,0.880794711,8,1,0
105,1,1,-1.180107115,8,1,0
105,2,0,-0.953889393,8,0,0
105,3,0,1.097490207,8,1,0
105,4,0,-1.120140881,8,0,1
106,0,0,0.991943438,9,0,0
106,1,1,0.988629951,9,1,0
106,2,0,-1.016422999,9,1,0
106,3,0,-1.023400094,9,1,0
106,4,0,-1.124558567,9,0,0
106,5,0,0.845925351,9,1,0
106,6,0,-0.857172991,9,1,0
107,0,0,0.880972106,6,0,0
107,1,1,0.94540001,6,1,0
107,2,0,-1.014734507,6,1,0
107,3,0,-0.998318326,6,0,0
107,4,1,0.974419322,6,1,0
107,5,0,-1.073542232,6,1,0
107,6,0,-0.925917306,6,0,0
108,0,1,0.983744571,10,1,0
108,1,0,-1.147314731,10,1,0
108,2,0,-1.039455699,10,0,0
108,3,0,0.976921284,10,1,0
108,4,0,-0.987647617,10,0,1
109,0,0,1.028255553,7,1,0
109,1,1,-0.930014518,7,1,0
109,2,0,-1.14456317,7,0,0
109,3,1,1.117445016,7,1,0
109,4,0,-1.021899742,7,1,0
109,5,0,-1.019768884,7,1,0
109,6,0,-1.005366161,7,1,1
110,0,0,0.939943134,5,1,0
110,1,0,-1.060578757,5,1,0
110,2,1,-0.887103848,5,0,0
110,3,0,0.946820664,5,0,0
110,4,1,1.114759128,5,1,0
110,5,1,-0.979752062,5,1,0
110,6,1,-1.007867151,5,1,0
111,0,1,1.004686575,6,1,0
111,1,0,-1.018928559,6,1,0
111,2,1,-1.041493881,6,1,0
111,3,1,-0.852685733,6,1,0
111,4,1,-1.007987905,6,1,0
111,5,0,-1.010520112,6,0,0
111,6,1,0.956108009,6,1,0
112,0,1,1.107230439,6,1,0
112,1,0,-1.040850764,6,1,0
112,2,0,-0.971451436,6,1,0
112,3,0,-1.033408804,6,1,0
112,4,1,-1.060082384,6,1,0
112,5,0,-1.056094248,6,0,1
113,0,1,1.070339,9,1,0
113,1,0,-1.006847565,9,1,0
113,2,1,-1.12085136,9,1,0
113,3,0,-0.822208794,9,1,0
113,4,1,-1.148011885,9,1,0
113,5,0,-0.923474232,9,0,0
113,6,1,0.989099889,9,0,0
114,0,0,1.117224517,10,0,0
114,1,1,0.899420642,10,0,0
114,2,1,0.878949037,10,1,0
114,3,0,-0.909758587,10,0,1
115,0,1,1.017256674,10,1,0
115,1,0,-1.00483457,10,0,0
115,2,1,1.176968006,10,0,0
115,3,1,1.163268355,10,0,0
115,4,1,0.98554591,10,1,0
115,5,0,-1.02645304,10,0,1
116,0,0,1.02332356,6,0,0
116,1,1,0.987191315,6,1,0
116,2,0,-0.854147736,6,0,0
116,3,1,0.981983575,6,1,0
116,4,0,-1.04613563,6,1,0
116,5,0,-0.886230935,6,1,0
116,6,0,-0.853003887,6,1,0
117,0,1,0.859686573,10,1,0
117,1,1,-1.150388541,10,1,0
117,2,1,-0.862938473,10,1,1
118,0,1,1.079035854,8,1,0
118,1,0,-1.165180471,8,0,0
118,2,0,1.09904551,8,1,0
118,3,0,-0.97419501,8,1,0
118,4,0,-1.072930377,8,1,0
118,5,0,-1.074912538,8,1,0
118,6,1,-0.934652106,8,0,0
119,0,0,1.008798982,9,1,0
119,1,0,-1.129737369,9,0,0
119,2,1,0.902617629,9,1,0
119,3,0,-0.984031988,9,0,1
120,0,0,1.092796405,9,1,0
120,1,1,-1.022987081,9,0,0
120,2,0,0.803269792,9,1,0
120,3,0,-0.958173536,9,0,0
120,4,1,0.968803678,9,1,0
120,5,0,-0.986543978,9,1,0
120,6,0,-1.022497636,9,1,0
121,0,0,1.131620181,10,0,0
121,1,1,0.94807181,10,1,0
121,2,1,-1.13911049,10,1,0
121,3,0,-1.025644205,10,1,0
121,4,1,-0.960215591,10,0,1
122,0,0,0.981906962,9,1,0
122,1,0,-0.977607676,9,1,0
122,2,0,-1.148197007,9,1,1
123,0,0,0.931771662,10,1,0
123,1,1,-1.051430913,10,1,0
123,2,0,-1.019157494,10,1,0
123,3,1,-0.867194228,10,1,0
123,4,0,-0.913359739,10,1,0
123,5,0,-0.75269546,10,1,0
123,6,1,-0.758017508,10,1,0
124,0,0,0.971242354,7,1,0
124,1,0,-1.135393787,7,0,0
124,2,0,1.053589617,7,1,0
124,3,1,-1.048258655,7,1,0
124,4,0,-1.007953003,7,1,0
124,5,0,-1.041066832,7,1,0
124,6,0,-0.800391604,7,1,0
125,0,1,1.005922492,9,1,0
125,1,0,-1.24501299,9,1,0
125,2,0,-0.981892545,9,0,0
125,3,0,1.208505641,9,0,0
125,4,1,1.029628549,9,1,0
125,5,0,-0.940060255,9,1,0
125,6,1,-0.931561058,9,1,0
126,0,0,1.046532592,6,1,0
126,1,1,-1.091763117,6,1,0
126,2,0,-1.035228686,6,1,0
126,3,1,-1.033410841,6,1,0
126,4,0,-0.927080973,6,1,0
126,5,1,-1.148144202,6,1,0
126,6,0,-1.042726234,6,0,0
127,0,0,0.839187403,9,0,1
128,0,1,0.9877343,9,1,0
128,1,0,-1.006994368,9,0,0
128,2,0,0.896443839,9,1,0
128,3,1,-0.969659983,9,1,0
128,4,0,-0.993639196,9,1,0
128,5,0,-1.078897446,9,1,0
128,6,0,-1.013656145,9,1,0
129,0,0,0.904426436,6,1,0
129,1,0,-1.042371394,6,1,0
129,2,1,-0.939091855,6,1,0
129,3,0,-1.256307824,6,1,0
129,4,0,-1.144113638,6,1,0
129,5,0,-0.91402673,6,1,0
129,6,1,-1.009069634,6,1,0
130,0,0,0.909389558,9,0,0
130,1,1,0.959453755,9,0,0
130,2,1,0.899262172,9,0,0
130,3,1,1.022766703,9,1,0
130,4,1,-0.985868604,9,0,0
130,5,1,0.860659807,9,1,0
130,6,1,-0.928771549,9,1,0
131,0,1,0.926418851,10,1,0
131,1,0,-0.97545174,10,0,0
131,2,1,1.135792898,10,1,0
131,3,0,-1.078998861,10,1,0
131,4,0,-0.919094177,10,1,0
131,5,1,-0.948537677,10,1,0
131,6,0,-1.050870959,10,1,0
132,0,1,0.880455652,6,1,0
132,1,1,-1.077541009,6,0,0
132,2,1,1.032797117,6,1,0
132,3,0,-1.015812145,6,1,0
132,4,0,-0.942349803,6,1,0
132,5,0,-1.057434161,6,1,0
132,6,0,-1.075632292,6,1,0
133,0,0,1.037431023,9,1,0
133,1,0,-0.976200328,9,1,0
133,2,0,-0.894193826,9,1,0
133,3,0,-0.941485931,9,0,0
133,4,0,1.002202505,9,0,0
133,5,0,0.944723623,9,1,0
133,6,0,-0.9116505,9,1,0
134,0,1,1.029755458,9,1,0
134,1,0,-0.929806542,9,1,0
134,2,1,-0.968211154,9,1,0
