id,t0,L1,L2,L3,A,Y
8,3,2,-1.594845065,10,0,NA
8,4,3,0.624199232,10,0,NA
8,5,2,0.576651294,10,1,NA
8,6,3,-1.325844876,10,0,-3.615349888
9,0,2,0.364740565,9,1,NA
9,1,2,-1.467899472,9,0,NA
9,2,3,0.550751527,9,1,NA
9,3,3,-1.647765272,9,1,NA
9,4,2,-1.575354364,9,0,NA
9,5,1,0.463236294,9,0,NA
9,6,3,0.475429182,9,1,-5.489912295
10,0,1,0.742584855,8,1,NA
10,1,1,-1.461245131,8,1,NA
10,2,2,-1.395663027,8,1,NA
10,3,1,-1.471291883,8,1,NA
10,4,3,-1.513237398,8,1,NA
10,5,2,-1.533954075,8,1,NA
10,6,2,-1.52352779,8,1,-4.676695806
11,0,2,0.5683632,6,1,NA
11,1,1,-1.310494873,6,0,NA
11,2,1,0.496541715,6,1,NA
11,3,3,-1.702403154,6,1,NA
11,4,3,-1.351321732,6,0,NA
11,5,3,0.271311306,6,1,NA
11,6,2,-1.512248413,6,1,-4.426092511
12,0,1,0.451225568,5,0,NA
12,1,2,0.537511508,5,1,NA
12,2,3,-1.605496671,5,1,NA
12,3,2,-1.644999737,5,1,NA
12,4,3,-1.450575342,5,1,NA
12,5,2,-1.523076021,5,1,NA
12,6,2,-1.426644808,5,1,-4.617411872
13,0,3,0.45483394,6,1,NA
13,1,2,-1.420131073,6,1,NA
13,2,3,-1.440480999,6,1,NA
13,3,3,-1.491272442,6,1,NA
13,4,2,-1.55445686,6,1,NA
13,5,3,-1.641720302,6,1,NA
13,6,2,-1.583487094,6,0,-2.702685451
14,0,2,0.445271392,7,0,NA
14,1,2,0.490893692,7,1,NA
14,2,3,-1.397439519,7,1,NA
14,3,1,-1.525139218,7,1,NA
14,4,2,-1.363440366,7,1,NA
14,5,2,-1.46090138,7,1,NA
14,6,1,-1.44395641,7,0,-1.779527004
15,0,1,0.480537059,9,1,NA
15,1,3,-1.59737858,9,1,NA
15,2,2,-1.498807108,9,1,NA
15,3,3,-1.41452705,9,1,NA
15,4,2,-1.441265028,9,1,NA
15,5,2,-1.59314711,9,1,NA
15,6,2,-1.597155327,9,1,-4.675382441
16,0,1,0.554250684,10,1,NA
16,1,3,-1.518059341,10,1,NA
16,2,3,-1.667549189,10,1,NA
16,3,2,-1.505280985,10,1,NA
16,4,2,-1.524592295,10,1,NA
16,5,2,-1.46036807,10,1,NA
16,6,2,-1.629075596,10,1,-4.625673703
17,0,3,0.628220832,10,1,NA
17,1,1,-1.627224216,10,0,NA
17,2,3,0.615038031,10,0,NA
17,3,3,0.485460485,10,1,NA
17,4,2,-1.368006394,10,0,NA
17,5,1,0.587288865,10,1,NA
17,6,1,-1.466352766,10,1,-3.791744885
18,0,3,0.542505489,6,1,NA
18,1,3,-1.338587638,6,1,NA
18,2,3,-1.395737238,6,1,NA
18,3,1,-1.466918586,6,0,NA
18,4,2,0.474996276,6,1,NA
18,5,2,-1.284479118,6,1,NA
18,6,3,-1.264908793,6,1,-5.390664899
19,0,1,0.352910659,10,1,NA
19,1,3,-1.527288089,10,1,NA
19,2,2,-1.492156675,10,1,NA
19,3,2,-1.578022411,10,1,NA
19,4,2,-1.543863875,10,1,NA
19,5,2,-1.357272274,10,0,NA
19,6,2,0.477313375,10,0,-2.513849564
20,0,2,0.406494789,7,1,NA
20,1,3,-1.413446426,7,1,NA
20,2,2,-1.446118489,7,1,NA
20,3,2,-1.543309881,7,1,NA
20,4,3,-1.513659934,7,1,NA
20,5,3,-1.512862189,7,1,NA
20,6,2,-1.361081329,7,1,-4.784467843
21,0,2,0.402340766,7,0,NA
21,1,3,0.48278037,7,1,NA
21,2,2,-1.568607864,7,1,NA
21,3,3,-1.480465933,7,0,NA
21,4,2,0.374701806,7,1,NA
21,5,3,-1.481281135,7,1,NA
21,6,3,-1.488876817,7,1,-5.286670676
22,0,3,0.546584413,10,0,NA
22,1,1,0.508130432,10,1,NA
22,2,3,-1.409489833,10,1,NA
22,3,3,-1.315444653,10,0,NA
22,4,2,0.463818984,10,1,NA
22,5,2,-1.571802769,10,1,NA
22,6,3,-1.417604414,10,1,-5.286349921
23,0,2,0.522176028,8,1,NA
23,1,2,-1.491331852,8,1,NA
23,2,3,-1.663919909,8,1,NA
23,3,2,-1.686590539,8,1,NA
23,4,2,-1.414984461,8,0,NA
23,5,2,0.421494326,8,1,NA
23,6,2,-1.561601935,8,1,-4.519588364
24,0,2,0.578833743,5,1,NA
24,1,3,-1.507282709,5,1,NA
24,2,1,-1.690938335,5,1,NA
24,3,3,-1.653306814,5,1,NA
24,4,2,-1.501812335,5,1,NA
24,5,2,-1.534806658,5,1,NA
24,6,2,-1.474923831,5,1,-4.724973879
25,0,2,0.631745783,5,1,NA
25,1,3,-1.489195162,5,1,NA
25,2,3,-1.301610498,5,1,NA
25,3,2,-1.402241855,5,1,NA
25,4,3,-1.541955648,5,1,NA
25,5,1,-1.527795166,5,1,NA
25,6,3,-1.477050497,5,1,-5.716822167
26,0,2,0.43089351,6,0,NA
26,1,1,0.472879933,6,1,NA
26,2,2,-1.502480069,6,1,NA
26,3,1,-1.572280597,6,1,NA
26,4,2,-1.472427368,6,1,NA
26,5,2,-1.571461409,6,1,NA
26,6,1,-1.378101586,6,0,-1.702747827
27,0,3,0.451105361,10,1,NA
27,1,2,-1.328914544,10,0,NA
27,2,1,0.510784681,10,1,NA
27,3,2,-1.363487278,10,1,NA
27,4,2,-1.37484722,10,1,NA
27,5,1,-1.413973289,10,1,NA
27,6,2,-1.495602704,10,1,-4.56348678
28,0,2,0.634180392,8,1,NA
28,1,1,-1.350547204,8,0,NA
28,2,1,0.402258451,8,1,NA
28,3,1,-1.537491975,8,1,NA
28,4,2,-1.507535912,8,1,NA
28,5,2,-1.491663524,8,1,NA
28,6,2,-1.455606423,8,1,-4.597649086
29,0,2,0.454616262,5,1,NA
29,1,3,-1.418253575,5,1,NA
29,2,2,-1.449054611,5,1,NA
29,3,3,-1.431457063,5,1,NA
29,4,2,-1.482671246,5,1,NA
29,5,2,-1.450603882,5,1,NA
29,6,3,-1.394842464,5,1,-5.431384094
30,0,2,0.254057257,6,0,NA
30,1,2,0.511084498,6,1,NA
30,2,2,-1.569170993,6,1,NA
30,3,3,-1.390741982,6,1,NA
30,4,2,-1.43950427,6,1,NA
30,5,1,-1.561432195,6,0,NA
30,6,2,0.606901316,6,1,-4.631816644
31,0,2,0.356140582,9,1,NA
31,1,2,-1.50261784,9,1,NA
31,2,3,-1.404589217,9,1,NA
31,3,3,-1.488762335,9,1,NA
31,4,2,-1.698495039,9,1,NA
31,5,1,-1.452563132,9,1,NA
31,6,3,-1.793345148,9,1,-5.417107941
32,0,2,0.609906828,7,0,NA
32,1,2,0.433516031,7,1,NA
32,2,2,-1.475880643,7,1,NA
32,3,2,-1.358040983,7,1,NA
32,4,2,-1.612210726,7,1,NA
32,5,2,-1.384439696,7,1,NA
32,6,2,-1.658456332,7,0,-2.663511826
33,0,1,0.463205788,9,1,NA
33,1,3,-1.517755621,9,0,NA
33,2,3,0.411348611,9,1,NA
33,3,1,-1.498793533,9,1,NA
33,4,2,-1.396751607,9,1,NA
33,5,2,-1.46809512,9,1,NA
33,6,1,-1.518647194,9,1,-3.672203482
34,0,1,0.440370785,6,1,NA
34,1,3,-1.516766819,6,1,NA
34,2,2,-1.41899096,6,1,NA
34,3,2,-1.274585457,6,1,NA
34,4,3,-1.566306685,6,1,NA
34,5,3,-1.463638592,6,1,NA
34,6,2,-1.527448746,6,1,-4.796713679
35,0,3,0.429447514,5,1,NA
35,1,3,-1.505513344,5,1,NA
35,2,1,-1.478903021,5,0,NA
35,3,2,0.537764276,5,1,NA
35,4,2,-1.581912834,5,1,NA
35,5,1,-1.502423948,5,1,NA
35,6,2,-1.589785734,5,0,-2.610916203
36,0,2,0.341221086,5,1,NA
36,1,1,-1.499062788,5,0,NA
36,2,1,0.513740046,5,1,NA
36,3,1,-1.488735508,5,1,NA
36,4,3,-1.540625992,5,1,NA
36,5,2,-1.540886198,5,1,NA
36,6,2,-1.497952329,5,0,-2.507446079
37,0,3,0.653573103,5,1,NA
37,1,1,-1.504316609,5,1,NA
37,2,2,-1.528886407,5,0,NA
37,3,1,0.618519479,5,0,NA
37,4,1,0.481276719,5,1,NA
37,5,1,-1.470914058,5,1,NA
37,6,2,-1.388017914,5,0,-2.510162654
38,0,3,0.516378709,5,0,NA
38,1,3,0.445228276,5,1,NA
38,2,3,-1.58318089,5,1,NA
38,3,3,-1.547369645,5,1,NA
38,4,3,-1.548809577,5,1,NA
38,5,2,-1.581512379,5,1,NA
38,6,2,-1.369365813,5,0,-2.629371758
39,0,2,0.664836663,5,1,NA
39,1,2,-1.448853482,5,1,NA
39,2,2,-1.530778286,5,1,NA
39,3,2,-1.607637821,5,1,NA
39,4,2,-1.426750156,5,1,NA
39,5,3,-1.608687872,5,1,NA
39,6,3,-1.447705908,5,1,-5.355081442
40,0,3,0.452438733,5,1,NA
40,1,3,-1.412637146,5,1,NA
40,2,2,-1.588114836,5,1,NA
40,3,2,-1.560188346,5,1,NA
40,4,2,-1.499712788,5,1,NA
40,5,2,-1.294327594,5,0,NA
40,6,3,0.626587821,5,0,-3.53252201
41,0,1,0.413391636,8,1,NA
41,1,1,-1.429044243,8,1,NA
41,2,2,-1.511066281,8,0,NA
41,3,2,0.467759932,8,1,NA
41,4,1,-1.662686975,8,1,NA
41,5,3,-1.385573521,8,1,NA
41,6,1,-1.272427759,8,1,-3.542417704
42,0,2,0.478404395,8,0,NA
42,1,1,0.480818303,8,1,NA
42,2,2,-1.571469776,8,0,NA
42,3,2,0.555832192,8,0,NA
42,4,1,0.600794844,8,1,NA
42,5,2,-1.55447602,8,1,NA
42,6,3,-1.3758933,8,1,-5.426217021
43,0,1,0.668846154,9,1,NA
43,1,3,-1.503585651,9,1,NA
43,2,2,-1.516874084,9,1,NA
43,3,2,-1.374831704,9,1,NA
43,4,2,-1.560844772,9,1,NA
43,5,3,-1.577343837,9,1,NA
43,6,2,-1.483027295,9,1,-4.788260839
44,0,1,0.554025436,9,1,NA
44,1,1,-1.390887762,9,1,NA
44,2,3,-1.512844365,9,1,NA
44,3,3,-1.490334375,9,1,NA
44,4,1,-1.707751509,9,1,NA
44,5,2,-1.435563064,9,1,NA
44,6,2,-1.34590301,9,1,-4.658125758
45,0,3,0.421563049,10,1,NA
45,1,2,-1.472876488,10,1,NA
45,2,3,-1.493901901,10,1,NA
45,3,1,-1.508711991,10,1,NA
45,4,2,-1.380413716,10,1,NA
45,5,2,-1.463390533,10,1,NA
45,6,2,-1.616056924,10,0,-2.692465755
46,0,2,0.570005825,8,1,NA
46,1,2,-1.540420772,8,1,NA
46,2,3,-1.499609273,8,1,NA
46,3,2,-1.317377847,8,1,NA
46,4,3,-1.621731921,8,1,NA
46,5,2,-1.374373353,8,0,NA
46,6,2,0.407465103,8,1,-4.541701878
47,0,1,0.389449194,5,1,NA
47,1,3,-1.540195484,5,1,NA
47,2,2,-1.544093115,5,1,NA
47,3,1,-1.440367596,5,1,NA
47,4,3,-1.641460191,5,1,NA
47,5,3,-1.507580558,5,1,NA
47,6,3,-1.404922801,5,1,-5.339296958
48,0,2,0.611049664,7,1,NA
48,1,3,-1.486832464,7,1,NA
48,2,2,-1.589557278,7,1,NA
48,3,3,-1.578365272,7,0,NA
48,4,2,0.480868051,7,1,NA
48,5,3,-1.547807668,7,0,NA
48,6,2,0.470689005,7,1,-4.398036668
49,0,1,0.351625837,8,1,NA
49,1,1,-1.332881511,8,1,NA
49,2,3,-1.382939043,8,0,NA
49,3,1,0.554454161,8,1,NA
49,4,1,-1.372558008,8,1,NA
49,5,2,-1.449467414,8,1,NA
49,6,2,-1.34954144,8,0,-2.640337362
50,0,1,0.636243825,7,1,NA
50,1,3,-1.40351344,7,1,NA
50,2,1,-1.485588603,7,1,NA
50,3,2,-1.337450979,7,1,NA
50,4,3,-1.548619478,7,1,NA
50,5,3,-1.474744026,7,1,NA
50,6,1,-1.539070688,7,1,-3.952944825
51,0,1,0.450868289,9,1,NA
51,1,2,-1.5437723,9,1,NA
51,2,1,-1.544225846,9,0,NA
51,3,2,0.510062172,9,1,NA
51,4,3,-1.447298715,9,1,NA
51,5,2,-1.49428944,9,1,NA
51,6,2,-1.517837353,9,1,-4.580346763
52,0,3,0.499962296,7,1,NA
52,1,3,-1.669816209,7,1,NA
52,2,2,-1.609635282,7,0,NA
52,3,2,0.507021655,7,1,NA
52,4,3,-1.473893191,7,1,NA
52,5,1,-1.51007818,7,1,NA
52,6,2,-1.305914083,7,1,-4.669736799
53,0,3,0.4931587,8,0,NA
53,1,1,0.389029974,8,1,NA
53,2,3,-1.52003258,8,1,NA
53,3,2,-1.443857734,8,1,NA
53,4,2,-1.484313016,8,1,NA
53,5,2,-1.351288291,8,1,NA
53,6,2,-1.334871564,8,1,-4.588205761
54,0,3,0.411421534,10,1,NA
54,1,2,-1.439733061,10,0,NA
54,2,2,0.542935809,10,1,NA
54,3,3,-1.635819756,10,1,NA
54,4,2,-1.474259852,10,1,NA
54,5,3,-1.56551811,10,1,NA
54,6,2,-1.352465327,10,1,-4.621165463
55,0,1,0.476967258,10,1,NA
55,1,2,-1.488777365,10,1,NA
55,2,2,-1.592979444,10,0,NA
55,3,1,0.369112138,10,0,NA
55,4,3,0.533123343,10,1,NA
55,5,2,-1.62819323,10,1,NA
55,6,2,-1.705491862,10,1,-4.716346241
56,0,1,0.508584111,10,1,NA
56,1,3,-1.510953792,10,1,NA
56,2,3,-1.456670436,10,1,NA
56,3,3,-1.554763631,10,1,NA
56,4,2,-1.527435296,10,1,NA
56,5,2,-1.384783404,10,1,NA
56,6,2,-1.510052603,10,1,-4.407531302
57,0,1,0.43069505,7,0,NA
57,1,2,0.565376316,7,1,NA
57,2,2,-1.642072748,7,0,NA
57,3,3,0.500821316,7,1,NA
57,4,2,-1.519070594,7,0,NA
57,5,2,0.44518386,7,1,NA
57,6,3,-1.43727225,7,1,-5.531020192
58,0,3,0.491590979,5,1,NA
58,1,3,-1.411930412,5,1,NA
58,2,2,-1.563146307,5,1,NA
58,3,1,-1.437642781,5,1,NA
58,4,2,-1.67645422,5,1,NA
58,5,2,-1.551482519,5,0,NA
58,6,2,0.378450279,5,1,-4.748376522
59,0,3,0.399566147,5,1,NA
59,1,2,-1.448138255,5,1,NA
59,2,2,-1.608463981,5,0,NA
59,3,3,0.427569353,5,1,NA
59,4,3,-1.575464128,5,0,NA
59,5,2,0.654719598,5,0,NA
59,6,2,0.422990066,5,1,-4.537338021
60,0,3,0.531606187,8,1,NA
60,1,1,-1.663331242,8,0,NA
60,2,1,0.619735533,8,1,NA
60,3,1,-1.443668033,8,0,NA
60,4,1,0.524441938,8,1,NA
60,5,1,-1.560192218,8,0,NA
60,6,3,0.546447955,8,1,-5.354620454
61,0,2,0.549714028,8,1,NA
61,1,3,-1.36679837,8,1,NA
61,2,3,-1.682120769,8,0,NA
61,3,2,0.4912666,8,1,NA
61,4,3,-1.749710952,8,1,NA
61,5,2,-1.397501212,8,1,NA
61,6,3,-1.456062112,8,1,-5.348666162
62,0,1,0.453187182,10,1,NA
62,1,2,-1.499871482,10,1,NA
62,2,3,-1.452848488,10,1,NA
62,3,2,-1.568798555,10,1,NA
62,4,2,-1.441525829,10,1,NA
62,5,2,-1.686328058,10,1,NA
62,6,2,-1.409581128,10,1,-4.64818408
63,0,1,0.404739528,7,0,NA
63,1,2,0.703358811,7,1,NA
63,2,3,-1.398394446,7,1,NA
63,3,3,-1.438109753,7,0,NA
63,4,2,0.319235297,7,1,NA
63,5,1,-1.526196121,7,1,NA
63,6,2,-1.26503792,7,1,-4.607556969
64,0,3,0.589219852,10,1,NA
64,1,3,-1.589160796,10,1,NA
64,2,2,-1.632793375,10,1,NA
64,3,1,-1.699909532,10,1,NA
64,4,2,-1.60572559,10,1,NA
64,5,2,-1.622324622,10,1,NA
64,6,3,-1.546209368,10,1,-5.476525655
65,0,2,0.393403554,5,1,NA
65,1,3,-1.626364865,5,1,NA
65,2,2,-1.377252124,5,1,NA
65,3,2,-1.588002696,5,1,NA
65,4,3,-1.301424454,5,1,NA
65,5,3,-1.30621562,5,1,NA
65,6,2,-1.403872077,5,1,-4.689065782
66,0,3,0.572790972,5,1,NA
66,1,3,-1.503349725,5,1,NA
66,2,2,-1.426763321,5,1,NA
66,3,2,-1.579240496,5,0,NA
66,4,2,0.541657311,5,0,NA
66,5,1,0.570914902,5,1,NA
66,6,3,-1.707414413,5,1,-5.483710486
67,0,3,0.462332605,5,1,NA
67,1,1,-1.576607964,5,0,NA
67,2,3,0.416147663,5,1,NA
67,3,3,-1.542072294,5,0,NA
67,4,2,0.386504474,5,1,NA
67,5,3,-1.246926439,5,1,NA
67,6,3,-1.633152606,5,1,-5.383186807
68,0,3,0.551179662,6,1,NA
68,1,2,-1.426439156,6,0,NA
68,2,3,0.353794721,6,1,NA
68,3,2,-1.401799287,6,0,NA
68,4,2,0.492803489,6,0,NA
68,5,3,0.479656586,6,1,NA
68,6,1,-1.55754192,6,1,-3.635931054
69,0,2,0.402054671,10,1,NA
69,1,1,-1.438279718,10,1,NA
69,2,1,-1.614852699,10,1,NA
69,3,1,-1.367957213,10,1,NA
69,4,2,-1.36771644,10,1,NA
69,5,2,-1.296047184,10,1,NA
69,6,3,-1.442121196,10,1,-5.380503985
70,0,1,0.48043027,5,1,NA
70,1,2,-1.512127145,5,1,NA
70,2,2,-1.381748366,5,0,NA
70,3,3,0.47312861,5,0,NA
70,4,2,0.480380753,5,1,NA
70,5,2,-1.397924843,5,0,NA
70,6,1,0.333619485,5,0,-1.742228532
71,0,3,0.452639173,8,1,NA
71,1,1,-1.532089587,8,1,NA
71,2,2,-1.672442582,8,1,NA
71,3,2,-1.472449413,8,0,NA
71,4,2,0.496967261,8,1,NA
71,5,3,-1.473121055,8,0,NA
71,6,1,0.44966088,8,0,-1.866960325
72,0,3,0.434140463,6,1,NA
72,1,1,-1.516967635,6,1,NA
72,2,2,-1.445443649,6,1,NA
72,3,2,-1.463025345,6,1,NA
72,4,3,-1.536724176,6,1,NA
72,5,2,-1.503676429,6,1,NA
72,6,3,-1.45275727,6,1,-5.496749497
73,0,2,0.514899185,7,0,NA
73,1,1,0.612572724,7,0,NA
73,2,1,0.524563052,7,1,NA
73,3,3,-1.271686285,7,0,NA
73,4,2,0.666713143,7,1,NA
73,5,3,-1.596183616,7,1,NA
73,6,2,-1.473527419,7,1,-4.709190437
74,0,1,0.410929556,6,1,NA
74,1,2,-1.411472665,6,1,NA
74,2,2,-1.66242764,6,1,NA
74,3,3,-1.429631159,6,1,NA
74,4,2,-1.516388242,6,1,NA
74,5,3,-1.444750112,6,1,NA
74,6,2,-1.350759164,6,1,-4.617452298
75,0,1,0.55243796,5,1,NA
75,1,1,-1.483530827,5,0,NA
75,2,1,0.590317172,5,1,NA
75,3,1,-1.45684347,5,1,NA
75,4,2,-1.61143145,5,1,NA
75,5,2,-1.475326468,5,1,NA
75,6,2,-1.486234386,5,0,-2.58925903
76,0,2,0.324289076,8,1,NA
76,1,3,-1.542375302,8,1,NA
76,2,3,-1.605671604,8,1,NA
76,3,2,-1.460756443,8,0,NA
76,4,1,0.41477336,8,0,NA
76,5,1,0.428701504,8,1,NA
76,6,3,-1.569480219,8,1,-5.582656458
77,0,3,0.546692975,10,1,NA
77,1,3,-1.446981349,10,1,NA
77,2,2,-1.506711807,10,0,NA
77,3,1,0.468868725,10,1,NA
77,4,1,-1.411337936,10,1,NA
77,5,2,-1.406257579,10,1,NA
77,6,3,-1.392037533,10,1,-5.441064349
78,0,2,0.605668953,7,0,NA
78,1,1,0.681760539,7,1,NA
78,2,2,-1.610745703,7,1,NA
78,3,3,-1.499861687,7,1,NA
78,4,2,-1.558646479,7,1,NA
78,5,1,-1.475974917,7,1,NA
78,6,2,-1.467494509,7,1,-4.588276933
79,0,2,0.534602117,6,1,NA
79,1,3,-1.565073501,6,1,NA
79,2,3,-1.52373408,6,1,NA
79,3,1,-1.334075735,6,1,NA
79,4,2,-1.466435966,6,1,NA
79,5,2,-1.578747433,6,1,NA
79,6,2,-1.270441561,6,1,-4.690109011
80,0,3,0.41370018,7,1,NA
80,1,3,-1.444195652,7,1,NA
80,2,2,-1.352901326,7,1,NA
80,3,2,-1.50211998,7,1,NA
80,4,3,-1.344966979,7,1,NA
80,5,2,-1.591996455,7,0,NA
80,6,2,0.370346726,7,1,-4.615947295
81,0,1,0.660432187,7,1,NA
81,1,2,-1.439756848,7,1,NA
81,2,3,-1.407865795,7,1,NA
81,3,3,-1.50774721,7,1,NA
81,4,2,-1.452589754,7,1,NA
81,5,2,-1.548352733,7,1,NA
81,6,2,-1.288033963,7,1,-4.687244614
82,0,2,0.468844669,10,0,NA
82,1,3,0.502949959,10,1,NA
82,2,3,-1.487768732,10,1,NA
82,3,3,-1.479504496,10,1,NA
82,4,2,-1.391405763,10,1,NA
82,5,2,-1.54646008,10,0,NA
82,6,3,0.494443508,10,1,-5.493901641
83,0,2,0.381099658,5,1,NA
83,1,2,-1.446610999,5,1,NA
83,2,3,-1.425790239,5,1,NA
83,3,2,-1.642070236,5,1,NA
83,4,2,-1.464105098,5,1,NA
83,5,3,-1.302497134,5,1,NA
83,6,2,-1.598367043,5,1,-4.512895352
84,0,3,0.515233727,6,1,NA
84,1,3,-1.632411057,6,1,NA
84,2,2,-1.573351998,6,1,NA
84,3,2,-1.428494046,6,1,NA
84,4,2,-1.447159368,6,0,NA
84,5,3,0.348785749,6,1,NA
84,6,3,-1.580621721,6,0,-3.345574366
85,0,3,0.471302757,7,1,NA
85,1,1,-1.522938211,7,1,NA
85,2,3,-1.454382191,7,0,NA
85,3,2,0.30788108,7,0,NA
85,4,2,0.514196862,7,1,NA
85,5,3,-1.590555974,7,1,NA
85,6,2,-1.54746749,7,1,-4.615926939
86,0,1,0.586317257,10,1,NA
86,1,2,-1.506715467,10,1,NA
86,2,2,-1.716818812,10,1,NA
86,3,3,-1.311828227,10,1,NA
86,4,2,-1.4942325,10,1,NA
86,5,2,-1.580120257,10,1,NA
86,6,2,-1.595428132,10,0,-2.581285264
87,0,2,0.548543066,7,1,NA
87,1,3,-1.609279711,7,1,NA
87,2,1,-1.437467983,7,1,NA
87,3,2,-1.531193522,7,1,NA
87,4,2,-1.458409922,7,1,NA
87,5,2,-1.385715016,7,1,NA
87,6,2,-1.554603609,7,1,-4.602356177
88,0,2,0.486724429,6,1,NA
88,1,1,-1.435160126,6,1,NA
88,2,1,-1.394406204,6,1,NA
88,3,2,-1.514562065,6,1,NA
88,4,2,-1.556674667,6,1,NA
88,5,2,-1.473490496,6,0,NA
88,6,1,0.473617871,6,1,-3.933103855
89,0,3,0.633103883,6,1,NA
89,1,3,-1.434370268,6,1,NA
89,2,2,-1.417226153,6,0,NA
89,3,1,0.474757428,6,1,NA
89,4,3,-1.509144863,6,1,NA
89,5,1,-1.291352103,6,1,NA
89,6,2,-1.661350556,6,1,-4.522970378
90,0,2,0.759184627,6,1,NA
90,1,1,-1.445704943,6,1,NA
90,2,1,-1.544741336,6,1,NA
90,3,3,-1.443612885,6,1,NA
90,4,2,-1.48116804,6,0,NA
90,5,2,0.503526626,6,1,NA
90,6,3,-1.561772647,6,1,-5.448362914
91,0,1,0.448544426,8,0,NA
91,1,2,0.668450488,8,0,NA
91,2,3,0.431884179,8,0,NA
91,3,3,0.378144409,8,1,NA
91,4,2,-1.524131316,8,0,NA
91,5,2,0.51396792,8,0,NA
91,6,1,0.481941626,8,0,-1.702535216
92,0,2,0.35288754,8,1,NA
92,1,2,-1.595758438,8,1,NA
92,2,2,-1.582777463,8,1,NA
92,3,3,-1.41810049,8,1,NA
92,4,3,-1.467149849,8,0,NA
92,5,1,0.554158699,8,0,NA
92,6,2,0.313098132,8,1,-4.66992589
93,0,1,0.461525073,5,1,NA
93,1,1,-1.67836857,5,1,NA
93,2,2,-1.602285094,5,0,NA
93,3,3,0.464435961,5,1,NA
93,4,2,-1.503484968,5,1,NA
93,5,2,-1.631889154,5,1,NA
93,6,2,-1.536913116,5,1,-4.592290765
94,0,2,0.508166367,5,1,NA
94,1,3,-1.488095394,5,1,NA
94,2,3,-1.499196801,5,1,NA
94,3,2,-1.510077708,5,0,NA
94,4,2,0.531874968,5,1,NA
94,5,3,-1.488832304,5,0,NA
94,6,2,0.459235009,5,1,-4.565681905
95,0,1,0.515391259,5,1,NA
95,1,1,-1.436668673,5,0,NA
95,2,3,0.406283272,5,0,NA
95,3,3,0.406706332,5,1,NA
95,4,3,-1.682255129,5,1,NA
95,5,2,-1.553696278,5,1,NA
95,6,3,-1.578573546,5,1,-5.358695115
96,0,2,0.488939562,9,1,NA
96,1,1,-1.477502773,9,1,NA
96,2,2,-1.537105824,9,1,NA
96,3,3,-1.505193343,9,1,NA
96,4,2,-1.645279264,9,1,NA
96,5,2,-1.196295387,9,1,NA
96,6,2,-1.472688665,9,1,-4.671876876
97,0,3,0.467414993,8,1,NA
97,1,3,-1.689004289,8,0,NA
97,2,2,0.522872745,8,1,NA
97,3,3,-1.518042995,8,1,NA
97,4,1,-1.45188156,8,1,NA
97,5,2,-1.464047612,8,1,NA
97,6,2,-1.366681459,8,1,-4.57379602
98,0,2,0.52072462,8,1,NA
98,1,3,-1.471185067,8,1,NA
98,2,2,-1.515835474,8,1,NA
98,3,3,-1.428379192,8,1,NA
98,4,3,-1.6095504,8,1,NA
98,5,3,-1.484335954,8,0,NA
98,6,3,0.557303866,8,1,-5.486707962
99,0,1,0.414612428,5,1,NA
99,1,1,-1.54227627,5,0,NA
99,2,1,0.440093981,5,1,NA
